"","date","doses","dosescm","fdoses","fdosescm","sdoses","sdosescm","pop","doses7d","dosert","fdoses7d","fdosert","sdoses7d","sdosert"
"58",2021-02-11,16488,331734,11425,254442,5063,77292,110029,11850.2857142857,301.496878095775,8890.42857142857,231.249943196794,2959.85714285714,70.2469348989812
"59",2021-02-12,18440,350174,10571,265013,7869,85161,110029,12268.5714285714,318.256096120114,8602.71428571429,240.857410319098,3665.85714285714,77.3986858010161
"60",2021-02-13,17056,367230,10314,275327,6742,91903,110029,12298,333.757463941325,8260.71428571429,250.231302656572,4037.28571428571,83.5261612847522
"61",2021-02-14,11831,379061,8262,283589,3569,95472,110029,12687.2857142857,344.510083705205,8434.28571428571,257.740232120623,4253,86.7698515845822
"62",2021-02-15,3617,382678,2783,286372,834,96306,110029,12746.4285714286,347.797398867571,8454,260.269565296422,4292.42857142857,87.5278335711494
"63",2021-02-16,8424,391102,5755,292127,2669,98975,110029,12492.1428571429,355.453562242681,8200,265.500004544257,4292.14285714286,89.953557698425
"64",2021-02-17,8047,399149,5506,297633,2541,101516,110029,11986.1428571429,362.767088676622,7802.28571428571,270.504139817684,4183.85714285714,92.2629488589372
"65",2021-02-18,12912,412061,6402,304035,6511,108027,110029,11475.2857142857,374.50217669887,7084.71428571429,276.322605858456,4390.71428571429,98.1804796917176
"66",2021-02-19,14983,427044,7523,311558,7460,115487,110029,10981.4285714286,388.119495769297,6649.28571428571,283.159894209708,4332.28571428571,104.960510410892
"67",2021-02-20,14613,441657,6602,318160,8011,123498,110029,10632.4285714286,401.400539857674,6119,289.160130511047,4513.57142857143,112.24131819793
"68",2021-02-21,8783,450440,4556,322716,4227,127725,110029,10197,409.382980850503,5589.57142857143,293.300857046779,4607.57142857143,116.083032655027
"69",2021-02-22,3772,454212,2221,324937,1551,129276,110029,10219.1428571429,412.811167964809,5509.28571428571,295.319415790383,4710,117.49266102573
"70",2021-02-23,10952,465164,4757,329694,6195,135471,110029,10580.2857142857,422.764907433495,5366.71428571429,299.642821437985,5213.71428571429,123.122994846813
"71",2021-02-24,14971,480135,7847,337541,7127,142598,110029,11569.4285714286,436.371320288288,5701.14285714286,306.774577611357,5868.85714285714,129.600378082142
"72",2021-02-25,16267,496402,8372,345913,7895,150493,110029,12048.7142857143,451.155604431559,5982.57142857143,314.38348071872,6066.57142857143,136.775759118051
"73",2021-02-26,18887,515289,8719,354632,10168,160661,110029,12606.4285714286,468.321078988267,6153.42857142857,322.307755228167,6453.42857142857,146.016959165311
"74",2021-02-27,20631,535920,10303,364935,10329,170990,110029,13466.1428571429,487.071590217125,6682.14285714286,331.671650201311,6784.57142857143,155.404484272328
"75",2021-02-28,15752,551672,10790,375725,4962,175952,110029,14461.7142857143,501.387815939434,7572.71428571429,341.478155758936,6889.57142857143,159.914204437012
"76",2021-03-01,6867,558539,4570,380295,2297,178249,110029,14903.8571428571,507.628897836025,7908.28571428571,345.631606212908,6996.14285714286,162.001835879632
"77",2021-03-02,13318,571857,7395,387690,5923,184172,110029,15241.8571428571,519.732979487226,8285.14285714286,352.352561597397,6957.28571428571,167.384962146343
"78",2021-03-03,15587,587444,8340,396030,7248,191420,110029,15329.8571428571,533.899244744567,8355.57142857143,359.932381463069,6974.57142857143,173.972316389316
"79",2021-03-04,19223,606667,9552,405582,9681,201101,110029,15752.1428571429,551.370093339029,8524.14285714286,368.613729107781,7229.71428571429,182.770905852094
"80",2021-03-05,19082,625749,10729,416311,8491,209592,110029,15780,568.71279389979,8811.28571428571,378.364794735933,6990.14285714286,190.487962264494
"81",2021-03-06,20575,646324,12458,428769,8523,218115,110029,15772,587.412409455689,9119.14285714286,389.687264266693,6732.14285714286,198.234101918585
"82",2021-03-07,14315,660639,8206,436975,6474,224589,110029,15566.7142857143,600.42261585582,8750,397.145298057785,6948.14285714286,204.118005253161
"83",2021-03-08,5882,666521,4292,441267,2386,226975,110029,15426,605.768479219115,8710.28571428571,401.046087849567,6960.85714285714,206.286524461733
"84",2021-03-09,14347,680868,8150,449417,6950,233925,110029,15573,618.807768860937,8818.14285714286,408.453225967699,7107.57142857143,212.603041016459
"85",2021-03-10,18263,699131,10372,459789,8583,242508,110029,15955.2857142857,635.406120204673,9108.42857142857,417.879831680739,7298.28571428571,220.403711748721
"86",2021-03-11,22884,722015,15067,474856,8730,251238,110029,16478.2857142857,656.204273418826,9896.28571428571,431.573494260604,7162.42857142857,228.3379836225
"87",2021-03-12,24399,746414,15487,490343,9836,261074,110029,17237.8571428571,678.379336356779,10576,445.648874387661,7354.57142857143,237.277445037217
"88",2021-03-13,28126,774540,17614,507957,11543,272617,110029,18316.5714285714,703.94168810041,11312.5714285714,461.657381235856,7786,247.76831562588
"89",2021-03-14,20066,794606,12260,520217,8874,281491,110029,19138.1428571429,722.178698343164,11891.7142857143,472.799898208654,8128.85714285714,255.833462087268
"90",2021-03-15,10355,804961,7600,527817,2981,284472,110029,19777.1428571429,731.589853584055,12364.2857142857,479.707168110225,8213.85714285714,258.542747821029
"91",2021-03-16,20112,825073,14062,541879,6710,291182,110029,20600.7142857143,749.86867098674,13208.8571428571,492.487435130738,8179.57142857143,264.641140063074
"92",2021-03-17,23035,848108,16283,558162,7913,299095,110029,21282.4285714286,770.804060747621,14053.2857142857,507.286260894855,8083.85714285714,271.832880422434
"93",2021-03-18,23626,871734,17597,575759,6799,305894,110029,21388.4285714286,792.27658162848,14414.7142857143,523.279317270901,7808,278.012160430432
"94",2021-03-19,25203,896937,18374,594133,7546,313440,110029,21503.2857142857,815.182361013914,14827.1428571429,539.978551109253,7480.85714285714,284.87035236165
"95",2021-03-20,26733,923670,19755,613888,8055,321495,110029,21304.2857142857,839.478682892692,15133,557.932908596824,6982.57142857143,292.191149606013
"96",2021-03-21,18527,942197,13103,626991,7192,328687,110029,21084.4285714286,856.316970980378,15253.4285714286,569.841587217915,6742.28571428571,298.727608176026
"97",2021-03-22,12380,954577,9275,636266,3566,332253,110029,21373.7142857143,867.568550109517,15492.7142857143,578.271183051741,6825.85714285714,301.968571921948
"98",2021-03-23,21572,976149,16780,653046,5377,337630,110029,21582.2857142857,887.174290414345,15881,593.521707913368,6635.42857142857,306.85546537731
"99",2021-03-24,25453,1001602,19832,672878,6469,344099,110029,21927.7142857143,910.30728262549,16388,611.546046951258,6429.14285714286,312.734824455371
"100",2021-03-25,26171,1027773,19744,692622,7194,351293,110029,22291.2857142857,934.092830072072,16694.7142857143,629.490407074499,6485.57142857143,319.27310072799
"101",2021-03-26,28791,1056564,20147,712769,9347,360640,110029,22803.8571428571,960.259567932091,16948,647.801034272783,6742.85714285714,327.76813385562
"102",2021-03-27,31803,1088367,20247,733016,12290,372930,110029,23528.1428571429,989.163765916259,17018.2857142857,666.202546601351,7347.85714285714,338.937916367503
"103",2021-03-28,24217,1112584,15428,748444,9697,382627,110029,24341,1011.17341791709,17350.4285714286,680.224304501541,7705.71428571429,347.751047451127
"104",2021-03-29,12664,1125248,10135,758579,3408,386035,110029,24381.5714285714,1022.68311081624,17473.2857142857,689.435512455807,7683.14285714286,350.8484126912
"105",2021-03-30,27384,1152632,21144,779723,7355,393390,110029,25211.8571428571,1047.57109489316,18096.7142857143,708.652264403021,7965.71428571429,357.533014023576
"106",2021-03-31,30537,1183169,21488,801211,10077,403467,110029,25938.1428571429,1075.32468712794,18333.2857142857,728.181661198411,8481.14285714286,366.691508602278
"107",2021-04-01,29523,1212692,19411,820622,11275,414742,110029,26417,1102.15670414164,18285.7142857143,745.823373837806,9064.14285714286,376.93880704178
"108",2021-04-02,28202,1240894,17612,838234,11600,426342,110029,26332.8571428571,1127.78812858428,17923.5714285714,761.830062983395,9386,387.481482154705
"109",2021-04-03,34059,1274953,20255,858489,15082,441424,110029,26655.1428571429,1158.74269510765,17924.7142857143,780.238846122386,9784.85714285714,401.188777504113
"110",2021-04-04,25003,1299956,16382,874871,10377,451801,110029,26767.4285714286,1181.46670423252,18061,795.127648165484,9882,410.619927473666
"111",2021-04-05,9268,1309224,4023,878894,5666,457467,110029,26282.2857142857,1189.88993810723,17187.8571428571,798.783956956802,10204.5714285714,415.769478955548
"112",2021-04-06,29816,1339040,18634,897528,13887,471354,110029,26629.7142857143,1216.98824855265,16829.2857142857,815.719492133892,11137.7142857143,428.390696998064
"113",2021-04-07,39664,1378704,26726,924254,16465,487819,110029,27933.5714285714,1253.03692662843,17577.5714285714,840.009452053549,12050.2857142857,443.354933699297
"114",2021-04-08,34577,1413281,19041,943295,18822,506641,110029,28655.5714285714,1284.46227812668,17524.7142857143,857.314889710894,13128.4285714286,460.461332921321
"115",2021-04-09,35039,1448320,19118,962413,18728,525369,110029,29632.2857142857,1316.30751892683,17739.8571428571,874.690308918558,14146.7142857143,477.482300120877
"116",2021-04-10,37001,1485321,20099,982512,19702,545071,110029,30052.5714285714,1349.93592598315,17717.5714285714,892.957311254306,14806.7142857143,495.388488489398
"117",2021-04-11,28107,1513428,16823,999335,15146,560217,110029,30496,1375.48100955203,17780.5714285714,908.246916721955,15488,509.153950322188
"118",2021-04-12,15165,1528593,8359,1007694,9149,569366,110029,31338.4285714286,1389.26373955957,18400,915.844004762381,15985.5714285714,517.469030891856
"119",2021-04-13,28349,1556942,14179,1021873,17614,586980,110029,31128.8571428571,1415.02876514373,17763.5714285714,928.730607385326,16518,533.47753774005
"120",2021-04-14,32479,1589421,15699,1037572,16826,603806,110029,30102.4285714286,1444.54734660862,16188.2857142857,942.998663988585,16569.5714285714,548.769869761608
"121",2021-04-15,30441,1619862,14552,1052124,15918,619724,110029,29511.5714285714,1472.21368911832,15547,956.224268147488,16154.7142857143,563.236964800189
"122",2021-04-16,33294,1653156,15479,1067603,17909,637633,110029,29262.2857142857,1502.47298439502,15027.1428571429,970.292377464123,16037.7142857143,579.513582782721
"123",2021-04-17,31475,1684631,13893,1081496,17583,655216,110029,28472.8571428571,1531.07907915186,14140.5714285714,982.919048614456,15735,595.493915240527
"124",2021-04-18,26643,1711274,13205,1094701,13447,668663,110029,28263.7142857143,1555.29360441338,13623.7142857143,994.920430068436,15492.2857142857,607.715238709795
"125",2021-04-19,12922,1724196,4056,1098757,8867,677530,110029,27943.2857142857,1567.03778094866,13009,998.606730952749,15452,615.774023212062
"126",2021-04-20,27589,1751785,8736,1107493,18877,696407,110029,27834.7142857143,1592.11207954267,12231.4285714286,1006.54645593434,15632.4285714286,632.930409255742
"127",2021-04-21,30597,1782382,13191,1120684,17411,713818,110029,27565.8571428571,1619.92020285561,11873.1428571429,1018.53511347009,15716,648.75441928946
"128",2021-04-22,27316,1809698,12900,1133584,14428,728246,110029,27119.4285714286,1644.74638504394,11637.1428571429,1030.2592952767,15503.1428571429,661.867325886812
"129",2021-04-23,29867,1839565,14441,1148025,15432,743678,110029,26629.8571428571,1671.89104690582,11488.8571428571,1043.38401694099,15149.2857142857,675.892719192213
"130",2021-04-24,27101,1866666,10809,1158834,16293,759971,110029,26005,1696.52182606404,11048.2857142857,1053.20779067337,14965,690.700633469358
"131",2021-04-25,19463,1886129,8184,1167018,11292,771263,110029,24979.2857142857,1714.21079897118,10331,1060.6458297358,14657.1428571429,700.963382381009
"132",2021-04-26,8418,1894547,4619,1171637,3802,775065,110029,24335.8571428571,1721.86150923847,10411.4285714286,1064.84381390361,13933.5714285714,704.4188350344
"133",2021-04-27,21151,1915698,8172,1179809,13022,788087,110029,23416.1428571429,1741.08462314481,10330.8571428571,1072.2709467504,13097.1428571429,716.253896699961
"134",2021-04-28,26289,1941987,8420,1188229,18073,806160,110029,22800.7142857143,1764.97741504512,9649.28571428571,1079.9234747203,13191.7142857143,732.679566296158
"135",2021-04-29,23259,1965246,8679,1196908,15020,821180,110029,22221.1428571429,1786.11638749784,9046.28571428571,1087.81139517763,13276.2857142857,746.33051286479
"136",2021-04-30,22461,1987707,7603,1204511,15320,836500,110029,21163.1428571429,1806.53009661089,8069.42857142857,1094.72139163311,13260.2857142857,760.254114824274
"137",2021-05-01,22478,2010185,8379,1212890,14484,850984,110029,20502.7142857143,1826.95925619609,7722.28571428571,1102.3366566996,13001.8571428571,773.417917094584
"138",2021-05-02,11198,2021383,4687,1217577,6671,857655,110029,19322,1837.13657308528,7222.71428571429,1106.596442756,12341.7142857143,779.480864135819
"139",2021-05-03,2896,2024279,1091,1218668,1827,859482,110029,18533.1428571429,1839.7686064583,6718.71428571429,1107.5879995274,12059.5714285714,781.141335466104
"140",2021-05-04,9668,2033947,2916,1221584,6978,866460,110029,16892.7142857143,1848.55538085414,5967.85714285714,1110.23820992647,11196.1428571429,787.48329985731
"141",2021-05-05,9332,2043279,2037,1223621,7574,874034,110029,14470.2857142857,1857.03678121223,5056,1112.08954003036,9696.28571428571,794.366939625008
