"","ZCTA5","WeekNo","StartDate","EndDate","CasesWk","CasesCm","CasesWkRt","CasesCmRt","TestsWk","TestsCm","TestsWkRt","TestsCmRt","PctPosWk","PctPosCum","DeathsWk","DeathsCm","DeathsWkRt","DeathsCmRt","RowID","TOTPOP","REGION","ZCTA5No","SurvCm","NotTestedCm","NotInfCm","CasesWkRtLag1wk","DeathsWkRtLag1wk","PctPosWkLag1wk","PctPosWk_adj","CasesWkRt_adj","DeathsWkRt_adj","PctPosWk_trd","CasesWkRt_trd","DeathsWkRt_trd","Hardship","CasesWkRt_qa","PctPosWk_qa","Hardship_qa","color","DeathsWkRt_qa","CasesWk_c","DeathsWk_c","CasesWkRt_c","DeathsWkRt_c","PctPosWk_c","CasesRtDiff","DeathsRtDiff","PctPosDiff"
"509","60645",20,2020-05-11,2020-05-17,129,928,270,1944.2,636,3246,1332,6800.5,20.2830188679245,28.5890326555761,10,53,21,111,"60645-2020-20",47732,"northeast",60645,47679,44486,46804,168,12.6,16.9133192389006,60.3952977924106,52.4271844660194,54.9738219895288,59.5583553805731,91.2162162162162,73.4065934065934,60.9521107591514,5,5,5,"#ff0000",5,5397,288,194.569713243106,0.757080596276678,16.9200865285137,75.4302867568938,20.2429194037233,3.36293233941088
"510","60654",20,2020-05-11,2020-05-17,6,132,31,689.8,145,667,758,3485.8,4.13793103448276,19.7901049475262,1,1,5.2,5.2,"60654-2020-20",19135,"northeast",60654,19134,18468,19003,47,0,8.49056603773585,12.3212219393659,6.01941747572816,13.6125654450262,25.3531375737629,51.3513513513513,66.3736263736264,20.0169845098966,1,3,1,"#0070ff",3,5397,288,194.569713243106,0.187467576220892,16.9200865285137,-163.569713243106,5.01253242377911,-12.7821554940309
"511","60613",20,2020-05-11,2020-05-17,14,331,28,660.5,298,1686,595,3364.4,4.69798657718121,19.632265717675,3,23,6,45.9,"60613-2020-20",50113,"northeast",60613,50090,48427,49782,64,16,12.3552123552124,13.9888593606895,5.4368932038835,15.7068062827225,10.7158222285808,44.5945945945946,32.967032967033,16.2251144082745,1,3,1,"#0070ff",3,5397,288,194.569713243106,0.216308741793336,16.9200865285137,-166.569713243106,5.78369125820666,-12.2220999513324
"512","60707",20,2020-05-11,2020-05-17,41,298,95,692.7,247,1293,574,3005.6,16.5991902834008,23.0471771075019,0,9,0,20.9,"60707-2020-20",43019,"northwest",60707,43010,41726,42721,144,11.6,18.9024390243902,49.4262243114239,18.4466019417476,0,34.4306648772312,40.2027027027027,29.4505494505495,25.777737544016,3,5,2,"#bed2ff",1,5397,288,194.569713243106,0,16.9200865285137,-99.5697132431062,0,-0.320896245112841
"513","60636",20,2020-05-11,2020-05-17,83,586,258,1819.7,413,1853,1282,5754.1,20.0968523002421,31.6243928764166,4,43,12.4,133.5,"60636-2020-20",32203,"southwest",60636,32160,30350,31617,236,15.5,21.1111111111111,59.8409628895353,50.0970873786408,32.4607329842932,40.1401016486283,64.1891891891892,48.1318681318681,48.5607500293337,5,5,4,"#ffaa00",4,5397,288,194.569713243106,0.447038066372895,16.9200865285137,63.4302867568938,11.9529619336271,3.17676577172848
"514","60602",20,2020-05-11,2020-05-17,3,11,241,884.2,19,92,1527,7395.5,15.7894736842105,11.9565217391304,0,0,0,0,"60602-2020-20",1244,"central",60602,1244,1152,1233,241,0,13.0434782608696,47.0151889791593,46.7961165048544,0,56.7957273388875,56.7567567567568,54.9450549450549,37.692962847142,5,5,3,"#ffebaf",1,5397,288,194.569713243106,0,16.9200865285137,46.4302867568938,0,-1.13061284430313
"515","60619",20,2020-05-11,2020-05-17,62,766,101,1250.4,911,4069,1487,6642.4,6.80570801317234,18.8252641926763,7,51,11.4,83.3,"60619-2020-20",61258,"southeast",60619,61207,57189,60492,116,8.2,10.4258443465492,20.2648710638308,19.6116504854369,29.8429319371728,28.5976585301058,51.6891891891892,61.978021978022,29.440446086194,3,4,2,"#bed2ff",4,5397,288,194.569713243106,0.410986609407339,16.9200865285137,-93.5697132431062,10.9890133905927,-10.1143785153413
"516","60643",20,2020-05-11,2020-05-17,47,632,94,1267.3,483,3329,968,6675.4,9.73084886128364,18.9846800841093,2,43,4,86.2,"60643-2020-20",49870,"southwest",60643,49827,46541,49238,100,12,11.7370892018779,28.9748542155895,18.252427184466,10.4712041884817,35.7462303777866,54.7297297297297,37.3626373626374,25.2107204047919,3,4,2,"#bed2ff",3,5397,288,194.569713243106,0.144205827862224,16.9200865285137,-100.569713243106,3.85579417213778,-7.18923766723001
"517","60605",20,2020-05-11,2020-05-17,6,155,22,563.2,170,1040,618,3779.2,3.52941176470588,14.9038461538462,0,1,0,3.6,"60605-2020-20",27519,"central",60605,27518,26479,27364,51,0,9.52380952380952,10.509277536518,4.27184466019417,0,18.0811330149008,46.9594594594595,54.9450549450549,13.7666467728648,1,2,1,"#0070ff",1,5397,288,194.569713243106,0,16.9200865285137,-172.569713243106,0,-13.3906747638078
"518","60610",20,2020-05-11,2020-05-17,29,206,74,527.9,406,1548,1040,3967.3,7.14285714285714,13.3074935400517,0,4,0,10.3,"60610-2020-20",39019,"northeast",60610,39015,37471,38813,56,2.6,8.76494023904383,21.2687759667625,14.368932038835,0,37.4478119386406,62.8378378378378,49.2307692307692,21.4823594130122,3,4,1,"#0070ff",1,5397,288,194.569713243106,0,16.9200865285137,-120.569713243106,0,-9.77722938565651
"519","60661",20,2020-05-11,2020-05-17,6,37,60,372.8,77,304,776,3062.7,7.79220779220779,12.1710526315789,0,0,0,0,"60661-2020-20",9926,"central",60661,9926,9622,9889,40,0,8.16326530612245,23.20230105465,11.6504854368932,0,42.9890898760988,63.5135135135135,54.9450549450549,22.2846276338282,2,4,1,"#0070ff",1,5397,288,194.569713243106,0,16.9200865285137,-134.569713243106,0,-9.12787873630586
"520","60616",20,2020-05-11,2020-05-17,57,367,105,673.8,656,2270,1204,4167.9,8.6890243902439,16.1674008810573,3,28,5.5,51.4,"60616-2020-20",54464,"central",60616,54436,52194,54097,70,3.7,10.4972375690608,25.8726878376166,20.3883495145631,14.3979057591623,36.623369549139,68.5810810810811,58.9010989010989,28.9930168014947,3,4,2,"#bed2ff",3,5397,288,194.569713243106,0.198283013310558,16.9200865285137,-89.5697132431062,5.30171698668944,-8.23106213826975
"521","60659",20,2020-05-11,2020-05-17,56,589,136,1434.2,375,2030,913,4943,14.9333333333333,29.0147783251232,5,35,12.2,85.2,"60659-2020-20",41068,"northeast",60659,41033,39038,40479,207,12.2,24.2165242165242,44.4659209545116,26.4077669902913,31.9371727748691,3.51379159709246,32.7702702702703,54.9450549450549,33.4816190040729,4,5,3,"#ffebaf",4,5397,288,194.569713243106,0.439827774979784,16.9200865285137,-58.5697132431062,11.7601722250202,-1.98675319518032
"522","60632",20,2020-05-11,2020-05-17,447,2430,491,2669.2,1331,5626,1462,6179.8,33.5837716003005,43.1923213650906,10,51,11,56,"60632-2020-20",91039,"southwest",60632,90988,85413,88609,522,14.3,38.5865150284322,100,95.3398058252427,28.7958115183246,22.4735549954492,46.2837837837838,47.6923076923077,66.0863745505594,5,5,5,"#ff0000",4,5397,288,194.569713243106,0.396566026621117,16.9200865285137,296.430286756894,10.6034339733789,16.6636850717869
"523","60609",21,2020-05-18,2020-05-24,229,1551,372,2522.2,1025,4772,1667,7760,22.3414634146341,32.5020955574183,7,50,11.4,81.3,"60609-2020-21",61495,"southwest",60609,61445,56723,59944,397,17.9,24.1584158415842,89.7445225299711,92.5373134328358,37.3770491803279,74.2721781597132,49.1452991452991,31.0502283105023,68.1462202848319,5,5,5,"#ff0000",4,4760,230,171.604935156047,0.410986609407339,13.0629270836192,200.395064843953,10.9890133905927,9.27853633101495
"524","60624",21,2020-05-18,2020-05-24,107,776,296,2146.1,558,2957,1543,8178,19.1756272401434,26.2428136624958,2,22,5.5,60.8,"60624-2020-21",36158,"central",60624,36136,33201,35382,202,2.8,18.25,77.0275195917624,73.6318407960199,18.0327868852459,90.4021693541576,100,52.054794520548,62.7083114688254,5,5,5,"#ff0000",3,4760,230,171.604935156047,0.198283013310558,13.0629270836192,124.395064843953,5.30171698668944,6.11270015652417
"525","60612",21,2020-05-18,2020-05-24,64,648,186,1888.6,440,3179,1282,9265.3,14.5454545454545,20.3837684806543,3,22,8.7,64.1,"60612-2020-21",34311,"central",60612,34289,31132,33663,227,5.8,16.4904862579281,58.4283513097072,46.2686567164179,28.5245901639344,73.5189027772427,42.3076923076923,52.5114155251142,47.5843784011146,4,5,4,"#ffaa00",4,4760,230,171.604935156047,0.313647675600338,13.0629270836192,14.3950648439531,8.38635232439966,1.48252746183535
"526","60606",21,2020-05-18,2020-05-24,0,20,0,645,89,471,2870,15188.6,0,4.24628450106157,0,0,0,0,"60606-2020-21",3101,"central",60606,3101,2630,3081,32,0,0.99009900990099,0,0,0,79.1351684662927,46.1538461538462,45.8904109589041,14.3405393194388,1,1,1,"#0070ff",1,4760,230,171.604935156047,0,13.0629270836192,-171.604935156047,0,-13.0629270836192
"527","60616",21,2020-05-18,2020-05-24,31,398,57,730.8,608,2878,1116,5284.2,5.09868421052632,13.8290479499653,1,29,1.8,53.2,"60616-2020-21",54464,"central",60616,54435,51586,54066,105,5.5,8.6890243902439,20.4811552185549,14.1791044776119,5.9016393442623,63.8423156548286,39.3162393162393,37.4429223744292,21.9730819034009,2,3,1,"#0070ff",2,4760,230,171.604935156047,0.0648926225380009,13.0629270836192,-114.604935156047,1.735107377462,-7.96424287309288
"528","60629",21,2020-05-18,2020-05-24,384,2875,343,2570.4,1722,8420,1540,7527.9,22.2996515679443,34.144893111639,11,62,9.8,55.4,"60629-2020-21",111850,"southwest",60629,111788,103430,108975,406,9.8,27.2836538461538,89.5765664678439,85.3233830845771,32.1311475409836,55.6457415875632,32.9059829059829,45.8904109589041,63.2949050835887,5,5,5,"#ff0000",4,4760,230,171.604935156047,0.35330427826245,13.0629270836192,171.395064843953,9.44669572173755,9.23672448432505
"529","60620",21,2020-05-18,2020-05-24,80,1010,118,1483.2,1156,5423,1698,7963.8,6.9204152249135,18.6243776507468,6,64,8.8,94,"60620-2020-21",68096,"southwest",60620,68032,62673,67086,116,5.9,10.2597402597403,27.7989560729576,29.3532338308458,28.8524590163934,65.3186162798719,60.6837606837607,52.5114155251142,36.5700678545638,3,4,3,"#ffebaf",4,4760,230,171.604935156047,0.317252821296893,13.0629270836192,-53.6049351560469,8.48274717870311,-6.1425118587057
"530","60634",21,2020-05-18,2020-05-24,127,1272,167,1673.8,1177,6637,1549,8733.5,10.7901444350042,19.1652855205665,3,36,3.9,47.4,"60634-2020-21",75995,"northwest",60634,75959,69358,74723,208,7.9,15.2952565343659,43.3434615440001,41.5422885572139,12.7868852459016,58.4622484189251,42.3076923076923,36.7579908675799,36.0689346429794,4,4,3,"#ffebaf",3,4760,230,171.604935156047,0.140600682165669,13.0629270836192,-4.60493515604691,3.75939931783433,-2.27278264861495
"531","60637",21,2020-05-18,2020-05-24,56,546,118,1150.6,663,3824,1397,8058.3,8.44645550527903,14.2782426778243,0,16,0,33.7,"60637-2020-21",47454,"southeast",60637,47438,43630,46908,166,4.2,12.4213836477987,33.9289822839175,29.3532338308458,0,61.5804304203106,39.3162393162393,36.3013698630137,27.3981361416989,3,4,2,"#bed2ff",1,4760,230,171.604935156047,0,13.0629270836192,-53.6049351560469,0,-4.61647157834016
"532","60652",21,2020-05-18,2020-05-24,122,820,278,1867.6,622,3173,1417,7226.6,19.6141479099678,25.843050740624,1,22,2.3,50.1,"60652-2020-21",43907,"southwest",60652,43885,40734,43087,223,20.5,19.3293885601578,78.7890348247861,69.1542288557214,7.54098360655738,86.633019618269,83.3333333333333,4.337899543379,53.679353349198,5,5,5,"#ff0000",2,4760,230,171.604935156047,0.082918351020779,13.0629270836192,106.395064843953,2.21708164897922,6.55122082634865
"533","60641",21,2020-05-18,2020-05-24,170,1298,239,1827.6,1026,5198,1445,7318.8,16.5692007797271,24.9711427472105,3,41,4.2,57.7,"60641-2020-21",71023,"northwest",60641,70982,65825,69725,279,9.9,21.0414452709883,66.5576370304292,59.452736318408,13.7704918032787,58.6555533703195,42.7350427350427,32.8767123287671,46.3786145298533,5,5,4,"#ffaa00",3,4760,230,171.604935156047,0.151416119255336,13.0629270836192,67.3950648439531,4.04858388074466,3.5062736961079
"534","60649",21,2020-05-18,2020-05-24,50,755,109,1640.4,761,3895,1654,8463,6.57030223390276,19.3838254172015,6,105,13,228.1,"60649-2020-21",46024,"southeast",60649,45919,42129,45269,113,26.1,8.75420875420875,26.3925699904229,27.1144278606965,42.6229508196721,72.1140033706212,58.1196581196581,15.9817351598174,36.4090108945806,3,4,3,"#ffebaf",4,4760,230,171.604935156047,0.468668940552229,13.0629270836192,-62.6049351560469,12.5313310594478,-6.49262484971644
"535","60653",21,2020-05-18,2020-05-24,48,472,150,1476.3,722,2900,2258,9070.4,6.64819944598338,16.2758620689655,2,28,6.3,87.6,"60653-2020-21",31972,"southeast",60653,31944,29072,31500,156,6.3,9.9403578528827,26.7054791304756,37.3134328358209,20.655737704918,65.5960183558333,57.2649572649573,45.8904109589041,35.4179616087429,4,4,3,"#ffebaf",3,4760,230,171.604935156047,0.227124178883003,13.0629270836192,-21.6049351560469,6.072875821117,-6.41472763763582
"536","60654",21,2020-05-18,2020-05-24,7,139,37,726.4,157,824,820,4306.2,4.45859872611465,16.868932038835,0,1,0,5.2,"60654-2020-21",19135,"northeast",60654,19134,18311,18996,31,5.2,4.13793103448276,17.9099643743927,9.20398009950249,0,86.8442081005372,62.3931623931624,34.0182648401827,22.1666265772173,1,3,1,"#0070ff",1,4760,230,171.604935156047,0,13.0629270836192,-134.604935156047,0,-8.60432835750455
"537","60619",21,2020-05-18,2020-05-24,59,825,96,1346.8,1415,5484,2310,8952.3,4.1696113074205,15.0437636761488,6,57,9.8,93,"60619-2020-21",61258,"southeast",60619,61201,55774,60433,101,11.4,6.80570801317234,16.7491166077738,23.8805970149254,32.1311475409836,69.4545277692485,57.6923076923077,42.2374429223744,32.4767527216321,3,3,3,"#ffebaf",4,4760,230,171.604935156047,0.35330427826245,13.0629270836192,-75.6049351560469,9.44669572173755,-8.8933157761987
"538","60643",21,2020-05-18,2020-05-24,36,668,72,1339.5,674,4003,1352,8026.9,5.34124629080119,16.68748438671,5,48,10,96.3,"60643-2020-21",49870,"southwest",60643,49822,45867,49202,94,4,9.73084886128364,21.4555147613539,17.910447761194,32.7868852459016,59.1415970285758,50.4273504273504,59.5890410958904,32.3049865287101,2,3,3,"#ffebaf",4,4760,230,171.604935156047,0.360514569655561,13.0629270836192,-99.6049351560469,9.63948543034444,-7.72168079281801
"539","60707",21,2020-05-18,2020-05-24,37,335,86,778.7,280,1573,651,3656.5,13.2142857142857,21.2968849332486,2,11,4.6,25.6,"60707-2020-21",43019,"northwest",60707,43008,41446,42684,95,0,16.5991902834008,53.0811138014528,21.3930348258706,15.0819672131148,65.0505484109458,55.982905982906,56.392694063927,37.3715219462486,3,5,3,"#ffebaf",3,4760,230,171.604935156047,0.165836702041558,13.0629270836192,-85.6049351560469,4.43416329795844,0.151358630666516
"540","60628",21,2020-05-18,2020-05-24,72,1000,108,1498.7,971,4715,1455,7066.4,7.41503604531411,21.2089077412513,6,80,9,119.9,"60628-2020-21",66724,"southeast",60628,66644,62009,65724,111,13.5,10.5413105413105,29.7858227582957,26.865671641791,29.5081967213115,66.5716348727454,58.5470085470086,35.6164383561644,35.1196240711543,3,4,3,"#ffebaf",4,4760,230,171.604935156047,0.324463112690005,13.0629270836192,-63.6049351560469,8.67553688731,-5.64789103830509
"541","60632",21,2020-05-18,2020-05-24,354,2784,389,3058,1422,7048,1562,7741.7,24.8945147679325,39.5005675368899,9,60,9.9,65.9,"60632-2020-21",91039,"southwest",60632,90979,83991,88255,491,11,33.5837716003005,100,96.7661691542288,32.4590163934426,33.8539504323801,16.2393162393162,43.37899543379,65.4405806723784,5,5,5,"#ff0000",4,4760,230,171.604935156047,0.356909423959005,13.0629270836192,217.395064843953,9.543090576041,11.8315876843133
"542","60622",21,2020-05-18,2020-05-24,59,586,112,1110,547,2827,1036,5354.9,10.7861060329068,20.7286876547577,1,47,1.9,89,"60622-2020-21",52793,"northeast",60622,52746,49966,52207,136,9.5,14.6938775510204,43.327239488117,27.8606965174129,6.22950819672131,61.9754000809245,49.5726495726496,28.5388127853881,31.1926789604498,3,4,3,"#ffebaf",2,4760,230,171.604935156047,0.0684977682345565,13.0629270836192,-59.6049351560469,1.83150223176544,-2.27682105071244
"543","60614",21,2020-05-18,2020-05-24,16,485,22,680.1,649,3442,910,4826.9,2.4653312788906,14.0906449738524,4,58,5.6,81.3,"60614-2020-21",71308,"northeast",60614,71250,67866,70823,58,8.4,6.26911314984709,9.9031103914758,5.4726368159204,18.3606557377049,62.5869965691082,44.4444444444444,39.4977168949772,20.7542569862347,1,2,1,"#0070ff",3,4760,230,171.604935156047,0.201888159007114,13.0629270836192,-149.604935156047,5.39811184099289,-10.5975958047286
"544","60661",21,2020-05-18,2020-05-24,2,39,20,392.9,59,363,594,3657.1,3.38983050847458,10.7438016528926,0,0,0,0,"60661-2020-21",9926,"central",60661,9926,9563,9887,60,0,7.79220779220779,13.6167767882792,4.97512437810945,0,59.0664648401772,42.7350427350427,45.8904109589041,17.0454797597962,1,2,1,"#0070ff",1,4760,230,171.604935156047,0,13.0629270836192,-151.604935156047,0,-9.67309657514462
"545","60604",21,2020-05-18,2020-05-24,3,19,384,2429.7,16,92,2046,11764.7,18.75,20.6521739130435,0,0,0,0,"60604-2020-21",782,"central",60604,782,690,763,384,0,18.75,75.3177966101695,95.5223880597015,0,84.958258494615,59.8290598290598,45.8904109589041,58.9103661073866,5,5,5,"#ff0000",1,4760,230,171.604935156047,0,13.0629270836192,212.395064843953,0,5.6870729163808
"546","60615",21,2020-05-18,2020-05-24,30,333,72,801.2,510,2606,1227,6270,5.88235294117647,12.7782041442824,0,14,0,33.7,"60615-2020-21",41563,"southeast",60615,41549,38957,41230,67,7.2,6.94789081885856,23.629112662014,17.910447761194,0,78.6914882743814,61.965811965812,29.4520547945206,24.6908118710313,2,3,2,"#bed2ff",1,4760,230,171.604935156047,0,13.0629270836192,-99.6049351560469,0,-7.18057414244273
"547","60659",21,2020-05-18,2020-05-24,64,653,156,1590,369,2399,898,5841.5,17.3441734417344,27.2196748645269,2,37,4.9,90.1,"60659-2020-21",41068,"northeast",60659,41031,38669,40415,136,12.2,14.9333333333333,69.670662808323,38.8059701492537,16.0655737704918,99.1371828796759,68.3760683760684,29.2237442922375,47.7821550698445,4,5,4,"#ffaa00",3,4760,230,171.604935156047,0.176652139131225,13.0629270836192,-15.6049351560469,4.72334786086878,4.28124635811522
"548","60638",21,2020-05-18,2020-05-24,114,988,194,1680.4,701,4226,1192,7187.4,16.262482168331,23.3790818741126,2,26,3.4,44.2,"60638-2020-21",58797,"southwest",60638,58771,54571,57809,223,8.5,20.3416149068323,65.3255639643125,48.2587064676617,11.1475409836066,60.967569749107,47.4358974358974,34.2465753424658,43.2986783118526,4,5,4,"#ffaa00",3,4760,230,171.604935156047,0.122574953682891,13.0629270836192,22.3950648439531,3.27742504631711,3.19955508471176
"549","60623",21,2020-05-18,2020-05-24,345,3036,401,3531.1,1421,7730,1653,8990.6,24.2786769880366,39.2755498059508,18,112,20.9,130.3,"60623-2020-21",85979,"central",60623,85867,78249,82943,515,25.6,29.1639236339697,97.5262109519436,99.7512437810945,68.5245901639344,56.2265551544884,11.1111111111111,35.1598173515982,75.3893359461812,5,5,5,"#ff0000",5,4760,230,171.604935156047,0.753475450580122,13.0629270836192,229.395064843953,20.1465245494199,11.2157499044174
"550","60639",21,2020-05-18,2020-05-24,364,2925,402,3231.4,1829,8828,2021,9752.9,19.901585565883,33.1332125056638,11,80,12.2,88.4,"60639-2020-21",90517,"northwest",60639,90437,81689,87592,425,7.7,23.927905531386,79.9436572731232,100,40,61.2781786162401,50,56.1643835616438,69.3047578708031,5,5,5,"#ff0000",4,4760,230,171.604935156047,0.439827774979784,13.0629270836192,230.395064843953,11.7601722250202,6.8386584822638
"551","60610",21,2020-05-18,2020-05-24,25,231,64,592,407,1955,1043,5010.4,6.14250614250614,11.8158567774936,1,5,2.6,12.8,"60610-2020-21",39019,"northeast",60610,39014,37064,38788,74,0,7.14285714285714,24.6741348436264,15.9203980099502,8.52459016393443,79.0748732202991,55.5555555555556,51.8264840182648,27.9652581962994,2,4,2,"#bed2ff",2,4760,230,171.604935156047,0.0937337881104458,13.0629270836192,-107.604935156047,2.50626621188955,-6.92042094111306
"552","60602",21,2020-05-18,2020-05-24,2,13,161,1045,25,117,2010,9405.1,8,11.1111111111111,0,0,0,0,"60602-2020-21",1244,"central",60602,1244,1127,1231,241,0,15.7894736842105,32.135593220339,40.0497512437811,0,39.1458638928455,25.6410256410256,45.8904109589041,27.4139399366308,4,4,2,"#bed2ff",1,4760,230,171.604935156047,0,13.0629270836192,-10.6049351560469,0,-5.0629270836192
"553","60656",21,2020-05-18,2020-05-24,22,234,80,848.5,284,1823,1030,6610.1,7.74647887323944,12.8359846407021,0,7,0,25.4,"60656-2020-21",27579,"northwest",60656,27572,25756,27345,80,0,8.69565217391304,31.1172117450465,19.9004975124378,0,79.3758656964897,59.8290598290598,45.8904109589041,28.3283538958066,3,4,2,"#bed2ff",1,4760,230,171.604935156047,0,13.0629270836192,-91.6049351560469,0,-5.31644821037976
"554","60636",21,2020-05-18,2020-05-24,61,647,189,2009.1,504,2357,1565,7319.2,12.1031746031746,27.4501484938481,1,44,3.1,136.6,"60636-2020-21",32203,"southwest",60636,32159,29846,31556,258,12.4,20.0968523002421,48.6178369652946,47.0149253731343,10.1639344262295,37.9448745583244,30.3418803418803,24.6575342465753,34.3757217468318,4,5,3,"#ffebaf",3,4760,230,171.604935156047,0.111759516593224,13.0629270836192,17.3950648439531,2.98824048340678,-0.959752480444596
"555","60621",21,2020-05-18,2020-05-24,48,494,165,1701,463,2314,1594,7967.8,10.3671706263499,21.3483146067416,7,41,24.1,141.2,"60621-2020-21",29042,"southwest",60621,29001,26728,28548,176,20.7,12.3486682808717,41.6443972617784,41.044776119403,79.016393442623,73.3044348690932,55.1282051282051,53.6529680365297,55.8948069066961,4,4,5,"#ff0000",5,4760,230,171.604935156047,0.868840112869901,13.0629270836192,-6.60493515604691,23.2311598871301,-2.69575645726931
"556","60646",21,2020-05-18,2020-05-24,31,347,111,1239.9,330,2091,1179,7471.3,9.39393939393939,16.5949306551889,3,33,10.7,117.9,"60646-2020-21",27987,"northwest",60646,27954,25896,27640,122,25,13.0268199233716,37.7349768875193,27.6119402985075,35.0819672131148,63.5921222057415,55.1282051282051,13.2420091324201,36.2953909347701,3,4,3,"#ffebaf",4,4760,230,171.604935156047,0.38575058953145,13.0629270836192,-60.6049351560469,10.3142494104686,-3.66898768967981
"557","60630",21,2020-05-18,2020-05-24,88,722,154,1259.1,609,3445,1062,6007.6,14.4499178981938,20.9579100145138,12,41,20.9,71.5,"60630-2020-21",57344,"northwest",60630,57303,53899,56622,183,8.7,18.6832740213523,58.0445854554563,38.3084577114428,68.5245901639344,60.0605325292421,47.4358974358974,73.7442922374429,56.6212453469451,4,5,5,"#ff0000",5,4760,230,171.604935156047,0.753475450580122,13.0629270836192,-17.6049351560469,20.1465245494199,1.38699081457456
"558","60827",21,2020-05-18,2020-05-24,7,70,24,245,52,284,182,993.8,13.4615384615385,24.6478873239437,0,7,0,24.5,"60827-2020-21",28577,"southeast",60827,28570,28293,28507,42,7,27.906976744186,54.0743155149935,5.97014925373134,0,0,52.1367521367521,29.9086757990868,21.9640047065683,1,5,1,"#0070ff",1,4760,230,171.604935156047,0,13.0629270836192,-147.604935156047,0,0.398611377919263
"559","60655",21,2020-05-18,2020-05-24,17,252,59,874.9,344,2148,1194,7457.3,4.94186046511628,11.731843575419,0,7,0,24.3,"60655-2020-21",28804,"southwest",60655,28797,26656,28552,56,0,6.80851063829787,19.8512022073315,14.6766169154229,0,73.9798897646969,61.1111111111111,45.8904109589041,23.8393935598989,2,3,2,"#bed2ff",1,4760,230,171.604935156047,0,13.0629270836192,-112.604935156047,0,-8.12106661850292
"560","60608",21,2020-05-18,2020-05-24,174,1560,220,1969.6,986,5384,1245,6797.6,17.6470588235294,28.9747399702823,4,43,5.1,54.3,"60608-2020-21",79205,"central",60608,79162,73821,77645,240,6.3,21.5909090909091,70.8873379860419,54.726368159204,16.7213114754098,61.7632093777883,51.2820512820513,43.1506849315069,48.8576055280304,4,5,4,"#ffaa00",3,4760,230,171.604935156047,0.183862430524336,13.0629270836192,48.3950648439531,4.91613756947566,4.58413173991021
"561","60605",21,2020-05-18,2020-05-24,14,169,51,614.1,230,1270,836,4615,6.08695652173913,13.3070866141732,0,1,0,3.6,"60605-2020-21",27519,"central",60605,27518,26249,27350,22,0,3.52941176470588,24.4509948415623,12.6865671641791,0,100,72.2222222222222,45.8904109589041,27.6059507778434,2,4,2,"#bed2ff",1,4760,230,171.604935156047,0,13.0629270836192,-120.604935156047,0,-6.97597056188007
"562","60633",21,2020-05-18,2020-05-24,12,109,93,846.9,103,578,800,4490.7,11.6504854368932,18.8581314878893,0,2,0,15.5,"60633-2020-21",12871,"southeast",60633,12869,12293,12762,101,7.8,13.5416666666667,46.7994076024354,23.134328358209,0,73.8356147481623,56.4102564102564,28.0821917808219,30.8399929780679,3,4,2,"#bed2ff",1,4760,230,171.604935156047,0,13.0629270836192,-78.6049351560469,0,-1.41244164672599
"563","60611",21,2020-05-18,2020-05-24,10,124,31,382.4,380,2076,1172,6402.3,2.63157894736842,5.97302504816956,0,2,0,6.2,"60611-2020-21",32426,"northeast",60611,32424,30350,32302,46,0,3.84615384615385,10.5709188224799,7.71144278606965,0,77.8149537230293,53.4188034188034,45.8904109589041,19.4333685974092,1,2,1,"#0070ff",1,4760,230,171.604935156047,0,13.0629270836192,-140.604935156047,0,-10.4313481362508
"564","60644",21,2020-05-18,2020-05-24,119,1092,249,2288.7,770,4363,1614,9144.5,15.4545454545455,25.02865001146,12,69,25.2,144.6,"60644-2020-21",47712,"central",60644,47643,43349,46620,228,14.7,18.9565217391304,62.0801232665639,61.9402985074627,82.6229508196721,64.362012080605,68.8034188034188,69.8630136986302,68.9432715522038,5,5,5,"#ff0000",5,4760,230,171.604935156047,0.908496715532013,13.0629270836192,77.3950648439531,24.291503284468,2.39161837092625
"565","60603",21,2020-05-18,2020-05-24,1,6,85,511.1,14,64,1192,5451.4,7.14285714285714,9.375,0,0,0,0,"60603-2020-21",1174,"central",60603,1174,1110,1168,85,0,12.5,28.6924939467312,21.1442786069652,0,53.451182091371,59.8290598290598,45.8904109589041,25.8597175462156,3,4,2,"#bed2ff",1,4760,230,171.604935156047,0,13.0629270836192,-86.6049351560469,0,-5.92006994076206
"566","60631",21,2020-05-18,2020-05-24,29,264,98,894,480,2393,1626,8103.9,6.04166666666667,11.0321771834517,9,17,30.5,57.6,"60631-2020-21",29529,"northwest",60631,29512,27136,29265,136,6.8,11.5942028985507,24.2690677966102,24.3781094527363,100,52.3020109471947,43.5897435897436,100,53.7695195982782,3,4,5,"#ff0000",5,4760,230,171.604935156047,1.09956943744946,13.0629270836192,-73.6049351560469,29.4004305625505,-7.02126041695253
"567","60651",21,2020-05-18,2020-05-24,214,1521,338,2406,1017,5215,1609,8249.2,21.0422812192724,29.1658676893576,8,56,12.7,88.6,"60651-2020-21",63218,"northwest",60651,63162,58003,61697,320,11.1,23.2718894009217,84.5257737113144,84.0796019900498,41.6393442622951,71.8452172332909,67.5213675213675,49.5433789954338,68.6656047785031,5,5,5,"#ff0000",4,4760,230,171.604935156047,0.457853503462562,13.0629270836192,166.395064843953,12.2421464965374,7.97935413565317
