"","Date","Category","Value","layer"
"1151",2020-06-20,"Deaths_Age50_59",2,"DeathsAgeT"
"1152",2020-06-21,"Deaths_Age50_59",1,"DeathsAgeT"
"1153",2020-06-22,"Deaths_Age50_59",2,"DeathsAgeT"
"1154",2020-06-23,"Deaths_Age50_59",0,"DeathsAgeT"
"1155",2020-06-24,"Deaths_Age50_59",3,"DeathsAgeT"
"1156",2020-06-25,"Deaths_Age50_59",0,"DeathsAgeT"
"1157",2020-06-26,"Deaths_Age50_59",0,"DeathsAgeT"
"1158",2020-06-27,"Deaths_Age50_59",0,"DeathsAgeT"
"1159",2020-06-28,"Deaths_Age50_59",0,"DeathsAgeT"
"1160",2020-06-29,"Deaths_Age50_59",0,"DeathsAgeT"
"1161",2020-06-30,"Deaths_Age50_59",0,"DeathsAgeT"
"1162",2020-07-01,"Deaths_Age50_59",2,"DeathsAgeT"
"1163",2020-07-02,"Deaths_Age50_59",1,"DeathsAgeT"
"1164",2020-07-03,"Deaths_Age50_59",0,"DeathsAgeT"
"1165",2020-07-04,"Deaths_Age50_59",0,"DeathsAgeT"
"1166",2020-07-05,"Deaths_Age50_59",1,"DeathsAgeT"
"1167",2020-07-06,"Deaths_Age50_59",1,"DeathsAgeT"
"1168",2020-07-07,"Deaths_Age50_59",0,"DeathsAgeT"
"1169",2020-07-08,"Deaths_Age50_59",0,"DeathsAgeT"
"1170",2020-07-09,"Deaths_Age50_59",1,"DeathsAgeT"
"1171",2020-07-10,"Deaths_Age50_59",2,"DeathsAgeT"
"1172",2020-07-11,"Deaths_Age50_59",0,"DeathsAgeT"
"1173",2020-07-12,"Deaths_Age50_59",0,"DeathsAgeT"
"1174",2020-07-13,"Deaths_Age50_59",0,"DeathsAgeT"
"1175",2020-07-14,"Deaths_Age50_59",1,"DeathsAgeT"
"1176",2020-07-15,"Deaths_Age50_59",2,"DeathsAgeT"
"1177",2020-07-16,"Deaths_Age50_59",0,"DeathsAgeT"
"1178",2020-07-17,"Deaths_Age50_59",2,"DeathsAgeT"
"1179",2020-07-18,"Deaths_Age50_59",1,"DeathsAgeT"
"1180",2020-07-19,"Deaths_Age50_59",0,"DeathsAgeT"
"1181",2020-07-20,"Deaths_Age50_59",0,"DeathsAgeT"
"1182",2020-07-21,"Deaths_Age50_59",0,"DeathsAgeT"
"1183",2020-07-22,"Deaths_Age50_59",1,"DeathsAgeT"
"1184",2020-07-23,"Deaths_Age50_59",0,"DeathsAgeT"
"1185",2020-07-24,"Deaths_Age50_59",1,"DeathsAgeT"
"1186",2020-07-25,"Deaths_Age50_59",1,"DeathsAgeT"
"1187",2020-07-26,"Deaths_Age50_59",1,"DeathsAgeT"
"1188",2020-07-27,"Deaths_Age50_59",0,"DeathsAgeT"
"1189",2020-07-28,"Deaths_Age50_59",0,"DeathsAgeT"
"1190",2020-07-29,"Deaths_Age50_59",0,"DeathsAgeT"
"1191",2020-07-30,"Deaths_Age50_59",0,"DeathsAgeT"
"1192",2020-07-31,"Deaths_Age50_59",1,"DeathsAgeT"
"1193",2020-08-01,"Deaths_Age50_59",1,"DeathsAgeT"
"1194",2020-08-02,"Deaths_Age50_59",0,"DeathsAgeT"
"1195",2020-08-03,"Deaths_Age50_59",0,"DeathsAgeT"
"1196",2020-08-04,"Deaths_Age50_59",0,"DeathsAgeT"
"1197",2020-08-05,"Deaths_Age50_59",0,"DeathsAgeT"
"1198",2020-08-06,"Deaths_Age50_59",0,"DeathsAgeT"
"1199",2020-08-07,"Deaths_Age50_59",0,"DeathsAgeT"
"1200",2020-08-08,"Deaths_Age50_59",1,"DeathsAgeT"
"1201",2020-08-09,"Deaths_Age50_59",0,"DeathsAgeT"
"1202",2020-08-10,"Deaths_Age50_59",0,"DeathsAgeT"
"1203",2020-08-11,"Deaths_Age50_59",1,"DeathsAgeT"
"1204",2020-08-12,"Deaths_Age50_59",0,"DeathsAgeT"
"1205",2020-08-13,"Deaths_Age50_59",1,"DeathsAgeT"
"1206",2020-08-14,"Deaths_Age50_59",0,"DeathsAgeT"
"1207",2020-08-15,"Deaths_Age50_59",0,"DeathsAgeT"
"1208",2020-08-16,"Deaths_Age50_59",1,"DeathsAgeT"
"1209",2020-08-17,"Deaths_Age50_59",1,"DeathsAgeT"
"1210",2020-08-18,"Deaths_Age50_59",0,"DeathsAgeT"
"1211",2020-08-19,"Deaths_Age50_59",0,"DeathsAgeT"
"1212",2020-08-20,"Deaths_Age50_59",0,"DeathsAgeT"
"1213",2020-08-21,"Deaths_Age50_59",1,"DeathsAgeT"
"1214",2020-08-22,"Deaths_Age50_59",0,"DeathsAgeT"
"1215",2020-08-23,"Deaths_Age50_59",0,"DeathsAgeT"
"1216",2020-08-24,"Deaths_Age50_59",0,"DeathsAgeT"
"1217",2020-08-25,"Deaths_Age50_59",0,"DeathsAgeT"
"1218",2020-08-26,"Deaths_Age50_59",0,"DeathsAgeT"
"1219",2020-08-27,"Deaths_Age50_59",0,"DeathsAgeT"
"1220",2020-08-28,"Deaths_Age50_59",1,"DeathsAgeT"
"1221",2020-08-29,"Deaths_Age50_59",1,"DeathsAgeT"
"1222",2020-08-30,"Deaths_Age50_59",0,"DeathsAgeT"
"1223",2020-08-31,"Deaths_Age50_59",1,"DeathsAgeT"
"1224",2020-09-01,"Deaths_Age50_59",0,"DeathsAgeT"
"1225",2020-09-02,"Deaths_Age50_59",1,"DeathsAgeT"
"1226",2020-09-03,"Deaths_Age50_59",1,"DeathsAgeT"
"1227",2020-09-04,"Deaths_Age50_59",0,"DeathsAgeT"
"1228",2020-09-05,"Deaths_Age50_59",1,"DeathsAgeT"
"1229",2020-09-06,"Deaths_Age50_59",0,"DeathsAgeT"
"1230",2020-09-07,"Deaths_Age50_59",0,"DeathsAgeT"
"1231",2020-09-08,"Deaths_Age50_59",0,"DeathsAgeT"
"1232",2020-09-09,"Deaths_Age50_59",1,"DeathsAgeT"
"1233",2020-09-10,"Deaths_Age50_59",0,"DeathsAgeT"
"1234",2020-09-11,"Deaths_Age50_59",2,"DeathsAgeT"
"1235",2020-09-12,"Deaths_Age50_59",0,"DeathsAgeT"
"1236",2020-09-13,"Deaths_Age50_59",0,"DeathsAgeT"
"1237",2020-09-14,"Deaths_Age50_59",1,"DeathsAgeT"
"1238",2020-09-15,"Deaths_Age50_59",0,"DeathsAgeT"
"1239",2020-09-16,"Deaths_Age50_59",0,"DeathsAgeT"
"1240",2020-09-17,"Deaths_Age50_59",0,"DeathsAgeT"
"1241",2020-09-18,"Deaths_Age50_59",0,"DeathsAgeT"
"1242",2020-09-19,"Deaths_Age50_59",0,"DeathsAgeT"
"1243",2020-09-20,"Deaths_Age50_59",0,"DeathsAgeT"
"1244",2020-09-21,"Deaths_Age50_59",0,"DeathsAgeT"
"1245",2020-09-22,"Deaths_Age50_59",1,"DeathsAgeT"
"1246",2020-09-23,"Deaths_Age50_59",0,"DeathsAgeT"
"1247",2020-09-24,"Deaths_Age50_59",1,"DeathsAgeT"
"1248",2020-09-25,"Deaths_Age50_59",1,"DeathsAgeT"
"1249",2020-09-26,"Deaths_Age50_59",1,"DeathsAgeT"
"1250",2020-09-27,"Deaths_Age50_59",0,"DeathsAgeT"
"1251",2020-09-28,"Deaths_Age50_59",0,"DeathsAgeT"
"1252",2020-09-29,"Deaths_Age50_59",0,"DeathsAgeT"
"1253",2020-09-30,"Deaths_Age50_59",0,"DeathsAgeT"
"1254",2020-10-01,"Deaths_Age50_59",2,"DeathsAgeT"
"1255",2020-10-02,"Deaths_Age50_59",1,"DeathsAgeT"
"1256",2020-10-03,"Deaths_Age50_59",1,"DeathsAgeT"
"1257",2020-10-04,"Deaths_Age50_59",0,"DeathsAgeT"
"1258",2020-10-05,"Deaths_Age50_59",0,"DeathsAgeT"
"1259",2020-10-06,"Deaths_Age50_59",0,"DeathsAgeT"
"1260",2020-10-07,"Deaths_Age50_59",0,"DeathsAgeT"
"1261",2020-10-08,"Deaths_Age50_59",0,"DeathsAgeT"
"1262",2020-10-09,"Deaths_Age50_59",0,"DeathsAgeT"
"1263",2020-10-10,"Deaths_Age50_59",1,"DeathsAgeT"
"1264",2020-10-11,"Deaths_Age50_59",1,"DeathsAgeT"
"1265",2020-10-12,"Deaths_Age50_59",1,"DeathsAgeT"
"1266",2020-10-13,"Deaths_Age50_59",0,"DeathsAgeT"
"1267",2020-10-14,"Deaths_Age50_59",0,"DeathsAgeT"
"1268",2020-10-15,"Deaths_Age50_59",1,"DeathsAgeT"
"1269",2020-10-16,"Deaths_Age50_59",0,"DeathsAgeT"
"1270",2020-10-17,"Deaths_Age50_59",0,"DeathsAgeT"
"1271",2020-10-18,"Deaths_Age50_59",0,"DeathsAgeT"
"1272",2020-10-19,"Deaths_Age50_59",0,"DeathsAgeT"
"1273",2020-10-20,"Deaths_Age50_59",2,"DeathsAgeT"
"1274",2020-10-21,"Deaths_Age50_59",0,"DeathsAgeT"
"1275",2020-10-22,"Deaths_Age50_59",0,"DeathsAgeT"
"1276",2020-10-23,"Deaths_Age50_59",0,"DeathsAgeT"
"1277",2020-10-24,"Deaths_Age50_59",0,"DeathsAgeT"
"1278",2020-10-25,"Deaths_Age50_59",0,"DeathsAgeT"
"1279",2020-10-26,"Deaths_Age50_59",0,"DeathsAgeT"
"1280",2020-10-27,"Deaths_Age50_59",0,"DeathsAgeT"
"1281",2020-10-28,"Deaths_Age50_59",1,"DeathsAgeT"
"1282",2020-10-29,"Deaths_Age50_59",0,"DeathsAgeT"
"1283",2020-10-30,"Deaths_Age50_59",2,"DeathsAgeT"
"1284",2020-10-31,"Deaths_Age50_59",2,"DeathsAgeT"
"1285",2020-11-01,"Deaths_Age50_59",0,"DeathsAgeT"
"1286",2020-11-02,"Deaths_Age50_59",0,"DeathsAgeT"
"1287",2020-11-03,"Deaths_Age50_59",2,"DeathsAgeT"
"1288",2020-11-04,"Deaths_Age50_59",0,"DeathsAgeT"
"1289",2020-11-05,"Deaths_Age50_59",1,"DeathsAgeT"
"1290",2020-11-06,"Deaths_Age50_59",2,"DeathsAgeT"
"1291",2020-11-07,"Deaths_Age50_59",1,"DeathsAgeT"
"1292",2020-11-08,"Deaths_Age50_59",1,"DeathsAgeT"
"1293",2020-11-09,"Deaths_Age50_59",1,"DeathsAgeT"
"1294",2020-11-10,"Deaths_Age50_59",0,"DeathsAgeT"
"1295",2020-11-11,"Deaths_Age50_59",0,"DeathsAgeT"
"1296",2020-11-12,"Deaths_Age50_59",1,"DeathsAgeT"
"1297",2020-11-13,"Deaths_Age50_59",4,"DeathsAgeT"
"1298",2020-11-14,"Deaths_Age50_59",1,"DeathsAgeT"
"1299",2020-11-15,"Deaths_Age50_59",0,"DeathsAgeT"
"1300",2020-11-16,"Deaths_Age50_59",4,"DeathsAgeT"
"1301",2020-11-17,"Deaths_Age50_59",3,"DeathsAgeT"
"1302",2020-11-18,"Deaths_Age50_59",2,"DeathsAgeT"
"1303",2020-11-19,"Deaths_Age50_59",0,"DeathsAgeT"
"1304",2020-11-20,"Deaths_Age50_59",2,"DeathsAgeT"
"1305",2020-11-21,"Deaths_Age50_59",3,"DeathsAgeT"
"1306",2020-11-22,"Deaths_Age50_59",1,"DeathsAgeT"
"1307",2020-11-23,"Deaths_Age50_59",2,"DeathsAgeT"
"1308",2020-11-24,"Deaths_Age50_59",0,"DeathsAgeT"
"1309",2020-11-25,"Deaths_Age50_59",0,"DeathsAgeT"
"1310",2020-11-26,"Deaths_Age50_59",1,"DeathsAgeT"
"1311",2020-11-27,"Deaths_Age50_59",1,"DeathsAgeT"
"1312",2020-11-28,"Deaths_Age50_59",3,"DeathsAgeT"
"1313",2020-11-29,"Deaths_Age50_59",0,"DeathsAgeT"
"1314",2020-11-30,"Deaths_Age50_59",0,"DeathsAgeT"
"1315",2020-12-01,"Deaths_Age50_59",0,"DeathsAgeT"
"1316",2020-03-14,"Deaths_Age60_69",0,"DeathsAgeT"
"1317",2020-03-15,"Deaths_Age60_69",0,"DeathsAgeT"
"1318",2020-03-16,"Deaths_Age60_69",1,"DeathsAgeT"
"1319",2020-03-17,"Deaths_Age60_69",0,"DeathsAgeT"
"1320",2020-03-18,"Deaths_Age60_69",0,"DeathsAgeT"
"1321",2020-03-19,"Deaths_Age60_69",0,"DeathsAgeT"
"1322",2020-03-20,"Deaths_Age60_69",0,"DeathsAgeT"
"1323",2020-03-21,"Deaths_Age60_69",1,"DeathsAgeT"
"1324",2020-03-22,"Deaths_Age60_69",0,"DeathsAgeT"
"1325",2020-03-23,"Deaths_Age60_69",0,"DeathsAgeT"
"1326",2020-03-24,"Deaths_Age60_69",2,"DeathsAgeT"
"1327",2020-03-25,"Deaths_Age60_69",1,"DeathsAgeT"
"1328",2020-03-26,"Deaths_Age60_69",0,"DeathsAgeT"
"1329",2020-03-27,"Deaths_Age60_69",3,"DeathsAgeT"
"1330",2020-03-28,"Deaths_Age60_69",0,"DeathsAgeT"
"1331",2020-03-29,"Deaths_Age60_69",4,"DeathsAgeT"
"1332",2020-03-30,"Deaths_Age60_69",2,"DeathsAgeT"
"1333",2020-03-31,"Deaths_Age60_69",0,"DeathsAgeT"
"1334",2020-04-01,"Deaths_Age60_69",7,"DeathsAgeT"
"1335",2020-04-02,"Deaths_Age60_69",1,"DeathsAgeT"
"1336",2020-04-03,"Deaths_Age60_69",4,"DeathsAgeT"
"1337",2020-04-04,"Deaths_Age60_69",4,"DeathsAgeT"
"1338",2020-04-05,"Deaths_Age60_69",2,"DeathsAgeT"
"1339",2020-04-06,"Deaths_Age60_69",1,"DeathsAgeT"
"1340",2020-04-07,"Deaths_Age60_69",4,"DeathsAgeT"
"1341",2020-04-08,"Deaths_Age60_69",8,"DeathsAgeT"
"1342",2020-04-09,"Deaths_Age60_69",7,"DeathsAgeT"
"1343",2020-04-10,"Deaths_Age60_69",3,"DeathsAgeT"
"1344",2020-04-11,"Deaths_Age60_69",7,"DeathsAgeT"
"1345",2020-04-12,"Deaths_Age60_69",11,"DeathsAgeT"
"1346",2020-04-13,"Deaths_Age60_69",8,"DeathsAgeT"
"1347",2020-04-14,"Deaths_Age60_69",5,"DeathsAgeT"
"1348",2020-04-15,"Deaths_Age60_69",5,"DeathsAgeT"
"1349",2020-04-16,"Deaths_Age60_69",6,"DeathsAgeT"
"1350",2020-04-17,"Deaths_Age60_69",7,"DeathsAgeT"
"1351",2020-04-18,"Deaths_Age60_69",8,"DeathsAgeT"
"1352",2020-04-19,"Deaths_Age60_69",8,"DeathsAgeT"
"1353",2020-04-20,"Deaths_Age60_69",6,"DeathsAgeT"
"1354",2020-04-21,"Deaths_Age60_69",7,"DeathsAgeT"
"1355",2020-04-22,"Deaths_Age60_69",15,"DeathsAgeT"
"1356",2020-04-23,"Deaths_Age60_69",9,"DeathsAgeT"
"1357",2020-04-24,"Deaths_Age60_69",11,"DeathsAgeT"
"1358",2020-04-25,"Deaths_Age60_69",6,"DeathsAgeT"
"1359",2020-04-26,"Deaths_Age60_69",13,"DeathsAgeT"
"1360",2020-04-27,"Deaths_Age60_69",4,"DeathsAgeT"
"1361",2020-04-28,"Deaths_Age60_69",9,"DeathsAgeT"
"1362",2020-04-29,"Deaths_Age60_69",5,"DeathsAgeT"
"1363",2020-04-30,"Deaths_Age60_69",8,"DeathsAgeT"
"1364",2020-05-01,"Deaths_Age60_69",12,"DeathsAgeT"
"1365",2020-05-02,"Deaths_Age60_69",14,"DeathsAgeT"
"1366",2020-05-03,"Deaths_Age60_69",13,"DeathsAgeT"
"1367",2020-05-04,"Deaths_Age60_69",10,"DeathsAgeT"
"1368",2020-05-05,"Deaths_Age60_69",10,"DeathsAgeT"
"1369",2020-05-06,"Deaths_Age60_69",11,"DeathsAgeT"
"1370",2020-05-07,"Deaths_Age60_69",14,"DeathsAgeT"
"1371",2020-05-08,"Deaths_Age60_69",13,"DeathsAgeT"
"1372",2020-05-09,"Deaths_Age60_69",6,"DeathsAgeT"
"1373",2020-05-10,"Deaths_Age60_69",11,"DeathsAgeT"
"1374",2020-05-11,"Deaths_Age60_69",3,"DeathsAgeT"
"1375",2020-05-12,"Deaths_Age60_69",10,"DeathsAgeT"
"1376",2020-05-13,"Deaths_Age60_69",13,"DeathsAgeT"
"1377",2020-05-14,"Deaths_Age60_69",5,"DeathsAgeT"
"1378",2020-05-15,"Deaths_Age60_69",14,"DeathsAgeT"
"1379",2020-05-16,"Deaths_Age60_69",6,"DeathsAgeT"
"1380",2020-05-17,"Deaths_Age60_69",14,"DeathsAgeT"
"1381",2020-05-18,"Deaths_Age60_69",5,"DeathsAgeT"
"1382",2020-05-19,"Deaths_Age60_69",5,"DeathsAgeT"
"1383",2020-05-20,"Deaths_Age60_69",10,"DeathsAgeT"
"1384",2020-05-21,"Deaths_Age60_69",13,"DeathsAgeT"
"1385",2020-05-22,"Deaths_Age60_69",10,"DeathsAgeT"
"1386",2020-05-23,"Deaths_Age60_69",4,"DeathsAgeT"
"1387",2020-05-24,"Deaths_Age60_69",6,"DeathsAgeT"
"1388",2020-05-25,"Deaths_Age60_69",4,"DeathsAgeT"
"1389",2020-05-26,"Deaths_Age60_69",8,"DeathsAgeT"
"1390",2020-05-27,"Deaths_Age60_69",7,"DeathsAgeT"
"1391",2020-05-28,"Deaths_Age60_69",1,"DeathsAgeT"
"1392",2020-05-29,"Deaths_Age60_69",5,"DeathsAgeT"
"1393",2020-05-30,"Deaths_Age60_69",7,"DeathsAgeT"
"1394",2020-05-31,"Deaths_Age60_69",5,"DeathsAgeT"
"1395",2020-06-01,"Deaths_Age60_69",4,"DeathsAgeT"
"1396",2020-06-02,"Deaths_Age60_69",3,"DeathsAgeT"
"1397",2020-06-03,"Deaths_Age60_69",1,"DeathsAgeT"
"1398",2020-06-04,"Deaths_Age60_69",6,"DeathsAgeT"
"1399",2020-06-05,"Deaths_Age60_69",1,"DeathsAgeT"
"1400",2020-06-06,"Deaths_Age60_69",7,"DeathsAgeT"
"1401",2020-06-07,"Deaths_Age60_69",8,"DeathsAgeT"
"1402",2020-06-08,"Deaths_Age60_69",2,"DeathsAgeT"
"1403",2020-06-09,"Deaths_Age60_69",5,"DeathsAgeT"
"1404",2020-06-10,"Deaths_Age60_69",1,"DeathsAgeT"
"1405",2020-06-11,"Deaths_Age60_69",2,"DeathsAgeT"
"1406",2020-06-12,"Deaths_Age60_69",7,"DeathsAgeT"
"1407",2020-06-13,"Deaths_Age60_69",5,"DeathsAgeT"
"1408",2020-06-14,"Deaths_Age60_69",3,"DeathsAgeT"
"1409",2020-06-15,"Deaths_Age60_69",2,"DeathsAgeT"
"1410",2020-06-16,"Deaths_Age60_69",1,"DeathsAgeT"
"1411",2020-06-17,"Deaths_Age60_69",7,"DeathsAgeT"
"1412",2020-06-18,"Deaths_Age60_69",5,"DeathsAgeT"
"1413",2020-06-19,"Deaths_Age60_69",3,"DeathsAgeT"
"1414",2020-06-20,"Deaths_Age60_69",2,"DeathsAgeT"
"1415",2020-06-21,"Deaths_Age60_69",3,"DeathsAgeT"
"1416",2020-06-22,"Deaths_Age60_69",3,"DeathsAgeT"
"1417",2020-06-23,"Deaths_Age60_69",3,"DeathsAgeT"
"1418",2020-06-24,"Deaths_Age60_69",4,"DeathsAgeT"
"1419",2020-06-25,"Deaths_Age60_69",2,"DeathsAgeT"
"1420",2020-06-26,"Deaths_Age60_69",0,"DeathsAgeT"
"1421",2020-06-27,"Deaths_Age60_69",1,"DeathsAgeT"
"1422",2020-06-28,"Deaths_Age60_69",2,"DeathsAgeT"
"1423",2020-06-29,"Deaths_Age60_69",2,"DeathsAgeT"
"1424",2020-06-30,"Deaths_Age60_69",1,"DeathsAgeT"
"1425",2020-07-01,"Deaths_Age60_69",2,"DeathsAgeT"
"1426",2020-07-02,"Deaths_Age60_69",1,"DeathsAgeT"
"1427",2020-07-03,"Deaths_Age60_69",2,"DeathsAgeT"
"1428",2020-07-04,"Deaths_Age60_69",2,"DeathsAgeT"
"1429",2020-07-05,"Deaths_Age60_69",1,"DeathsAgeT"
"1430",2020-07-06,"Deaths_Age60_69",2,"DeathsAgeT"
"1431",2020-07-07,"Deaths_Age60_69",3,"DeathsAgeT"
"1432",2020-07-08,"Deaths_Age60_69",2,"DeathsAgeT"
"1433",2020-07-09,"Deaths_Age60_69",2,"DeathsAgeT"
"1434",2020-07-10,"Deaths_Age60_69",1,"DeathsAgeT"
"1435",2020-07-11,"Deaths_Age60_69",0,"DeathsAgeT"
"1436",2020-07-12,"Deaths_Age60_69",2,"DeathsAgeT"
"1437",2020-07-13,"Deaths_Age60_69",1,"DeathsAgeT"
"1438",2020-07-14,"Deaths_Age60_69",0,"DeathsAgeT"
"1439",2020-07-15,"Deaths_Age60_69",2,"DeathsAgeT"
"1440",2020-07-16,"Deaths_Age60_69",0,"DeathsAgeT"
"1441",2020-07-17,"Deaths_Age60_69",0,"DeathsAgeT"
"1442",2020-07-18,"Deaths_Age60_69",1,"DeathsAgeT"
"1443",2020-07-19,"Deaths_Age60_69",1,"DeathsAgeT"
"1444",2020-07-20,"Deaths_Age60_69",2,"DeathsAgeT"
"1445",2020-07-21,"Deaths_Age60_69",1,"DeathsAgeT"
"1446",2020-07-22,"Deaths_Age60_69",0,"DeathsAgeT"
"1447",2020-07-23,"Deaths_Age60_69",0,"DeathsAgeT"
"1448",2020-07-24,"Deaths_Age60_69",1,"DeathsAgeT"
"1449",2020-07-25,"Deaths_Age60_69",3,"DeathsAgeT"
"1450",2020-07-26,"Deaths_Age60_69",1,"DeathsAgeT"
"1451",2020-07-27,"Deaths_Age60_69",0,"DeathsAgeT"
"1452",2020-07-28,"Deaths_Age60_69",0,"DeathsAgeT"
"1453",2020-07-29,"Deaths_Age60_69",1,"DeathsAgeT"
"1454",2020-07-30,"Deaths_Age60_69",0,"DeathsAgeT"
"1455",2020-07-31,"Deaths_Age60_69",0,"DeathsAgeT"
"1456",2020-08-01,"Deaths_Age60_69",0,"DeathsAgeT"
"1457",2020-08-02,"Deaths_Age60_69",0,"DeathsAgeT"
"1458",2020-08-03,"Deaths_Age60_69",1,"DeathsAgeT"
"1459",2020-08-04,"Deaths_Age60_69",1,"DeathsAgeT"
"1460",2020-08-05,"Deaths_Age60_69",2,"DeathsAgeT"
"1461",2020-08-06,"Deaths_Age60_69",2,"DeathsAgeT"
"1462",2020-08-07,"Deaths_Age60_69",1,"DeathsAgeT"
"1463",2020-08-08,"Deaths_Age60_69",0,"DeathsAgeT"
"1464",2020-08-09,"Deaths_Age60_69",0,"DeathsAgeT"
"1465",2020-08-10,"Deaths_Age60_69",0,"DeathsAgeT"
"1466",2020-08-11,"Deaths_Age60_69",0,"DeathsAgeT"
"1467",2020-08-12,"Deaths_Age60_69",1,"DeathsAgeT"
"1468",2020-08-13,"Deaths_Age60_69",0,"DeathsAgeT"
"1469",2020-08-14,"Deaths_Age60_69",1,"DeathsAgeT"
"1470",2020-08-15,"Deaths_Age60_69",0,"DeathsAgeT"
"1471",2020-08-16,"Deaths_Age60_69",0,"DeathsAgeT"
"1472",2020-08-17,"Deaths_Age60_69",0,"DeathsAgeT"
"1473",2020-08-18,"Deaths_Age60_69",0,"DeathsAgeT"
"1474",2020-08-19,"Deaths_Age60_69",2,"DeathsAgeT"
"1475",2020-08-20,"Deaths_Age60_69",2,"DeathsAgeT"
"1476",2020-08-21,"Deaths_Age60_69",1,"DeathsAgeT"
"1477",2020-08-22,"Deaths_Age60_69",1,"DeathsAgeT"
"1478",2020-08-23,"Deaths_Age60_69",0,"DeathsAgeT"
"1479",2020-08-24,"Deaths_Age60_69",0,"DeathsAgeT"
"1480",2020-08-25,"Deaths_Age60_69",0,"DeathsAgeT"
"1481",2020-08-26,"Deaths_Age60_69",0,"DeathsAgeT"
"1482",2020-08-27,"Deaths_Age60_69",2,"DeathsAgeT"
"1483",2020-08-28,"Deaths_Age60_69",0,"DeathsAgeT"
"1484",2020-08-29,"Deaths_Age60_69",1,"DeathsAgeT"
"1485",2020-08-30,"Deaths_Age60_69",0,"DeathsAgeT"
"1486",2020-08-31,"Deaths_Age60_69",0,"DeathsAgeT"
"1487",2020-09-01,"Deaths_Age60_69",2,"DeathsAgeT"
"1488",2020-09-02,"Deaths_Age60_69",1,"DeathsAgeT"
"1489",2020-09-03,"Deaths_Age60_69",0,"DeathsAgeT"
"1490",2020-09-04,"Deaths_Age60_69",0,"DeathsAgeT"
"1491",2020-09-05,"Deaths_Age60_69",0,"DeathsAgeT"
"1492",2020-09-06,"Deaths_Age60_69",0,"DeathsAgeT"
"1493",2020-09-07,"Deaths_Age60_69",0,"DeathsAgeT"
"1494",2020-09-08,"Deaths_Age60_69",1,"DeathsAgeT"
"1495",2020-09-09,"Deaths_Age60_69",1,"DeathsAgeT"
"1496",2020-09-10,"Deaths_Age60_69",1,"DeathsAgeT"
"1497",2020-09-11,"Deaths_Age60_69",0,"DeathsAgeT"
"1498",2020-09-12,"Deaths_Age60_69",0,"DeathsAgeT"
"1499",2020-09-13,"Deaths_Age60_69",0,"DeathsAgeT"
"1500",2020-09-14,"Deaths_Age60_69",0,"DeathsAgeT"
"1501",2020-09-15,"Deaths_Age60_69",1,"DeathsAgeT"
"1502",2020-09-16,"Deaths_Age60_69",2,"DeathsAgeT"
"1503",2020-09-17,"Deaths_Age60_69",0,"DeathsAgeT"
"1504",2020-09-18,"Deaths_Age60_69",0,"DeathsAgeT"
"1505",2020-09-19,"Deaths_Age60_69",0,"DeathsAgeT"
"1506",2020-09-20,"Deaths_Age60_69",3,"DeathsAgeT"
"1507",2020-09-21,"Deaths_Age60_69",0,"DeathsAgeT"
"1508",2020-09-22,"Deaths_Age60_69",0,"DeathsAgeT"
"1509",2020-09-23,"Deaths_Age60_69",1,"DeathsAgeT"
"1510",2020-09-24,"Deaths_Age60_69",1,"DeathsAgeT"
"1511",2020-09-25,"Deaths_Age60_69",0,"DeathsAgeT"
"1512",2020-09-26,"Deaths_Age60_69",1,"DeathsAgeT"
"1513",2020-09-27,"Deaths_Age60_69",0,"DeathsAgeT"
"1514",2020-09-28,"Deaths_Age60_69",1,"DeathsAgeT"
"1515",2020-09-29,"Deaths_Age60_69",3,"DeathsAgeT"
"1516",2020-09-30,"Deaths_Age60_69",0,"DeathsAgeT"
"1517",2020-10-01,"Deaths_Age60_69",1,"DeathsAgeT"
"1518",2020-10-02,"Deaths_Age60_69",0,"DeathsAgeT"
"1519",2020-10-03,"Deaths_Age60_69",1,"DeathsAgeT"
"1520",2020-10-04,"Deaths_Age60_69",0,"DeathsAgeT"
"1521",2020-10-05,"Deaths_Age60_69",0,"DeathsAgeT"
"1522",2020-10-06,"Deaths_Age60_69",1,"DeathsAgeT"
"1523",2020-10-07,"Deaths_Age60_69",1,"DeathsAgeT"
"1524",2020-10-08,"Deaths_Age60_69",0,"DeathsAgeT"
"1525",2020-10-09,"Deaths_Age60_69",1,"DeathsAgeT"
"1526",2020-10-10,"Deaths_Age60_69",2,"DeathsAgeT"
"1527",2020-10-11,"Deaths_Age60_69",1,"DeathsAgeT"
"1528",2020-10-12,"Deaths_Age60_69",0,"DeathsAgeT"
"1529",2020-10-13,"Deaths_Age60_69",2,"DeathsAgeT"
"1530",2020-10-14,"Deaths_Age60_69",0,"DeathsAgeT"
"1531",2020-10-15,"Deaths_Age60_69",1,"DeathsAgeT"
"1532",2020-10-16,"Deaths_Age60_69",2,"DeathsAgeT"
"1533",2020-10-17,"Deaths_Age60_69",1,"DeathsAgeT"
"1534",2020-10-18,"Deaths_Age60_69",0,"DeathsAgeT"
"1535",2020-10-19,"Deaths_Age60_69",3,"DeathsAgeT"
"1536",2020-10-20,"Deaths_Age60_69",1,"DeathsAgeT"
"1537",2020-10-21,"Deaths_Age60_69",0,"DeathsAgeT"
"1538",2020-10-22,"Deaths_Age60_69",0,"DeathsAgeT"
