"","Date","Category","Value","layer"
"4517",2020-04-28,"Cases_Age30_39",232,"CasesAgeT"
"4518",2020-04-29,"Cases_Age30_39",231,"CasesAgeT"
"4519",2020-04-30,"Cases_Age30_39",222,"CasesAgeT"
"4520",2020-05-01,"Cases_Age30_39",221,"CasesAgeT"
"4521",2020-05-02,"Cases_Age30_39",126,"CasesAgeT"
"4522",2020-05-03,"Cases_Age30_39",78,"CasesAgeT"
"4523",2020-05-04,"Cases_Age30_39",223,"CasesAgeT"
"4524",2020-05-05,"Cases_Age30_39",206,"CasesAgeT"
"4525",2020-05-06,"Cases_Age30_39",161,"CasesAgeT"
"4526",2020-05-07,"Cases_Age30_39",194,"CasesAgeT"
"4527",2020-05-08,"Cases_Age30_39",191,"CasesAgeT"
"4528",2020-05-09,"Cases_Age30_39",100,"CasesAgeT"
"4529",2020-05-10,"Cases_Age30_39",52,"CasesAgeT"
"4530",2020-05-11,"Cases_Age30_39",198,"CasesAgeT"
"4531",2020-05-12,"Cases_Age30_39",177,"CasesAgeT"
"4532",2020-05-13,"Cases_Age30_39",165,"CasesAgeT"
"4533",2020-05-14,"Cases_Age30_39",152,"CasesAgeT"
"4534",2020-05-15,"Cases_Age30_39",201,"CasesAgeT"
"4535",2020-05-16,"Cases_Age30_39",87,"CasesAgeT"
"4536",2020-05-17,"Cases_Age30_39",58,"CasesAgeT"
"4537",2020-05-18,"Cases_Age30_39",152,"CasesAgeT"
"4538",2020-05-19,"Cases_Age30_39",171,"CasesAgeT"
"4539",2020-05-20,"Cases_Age30_39",131,"CasesAgeT"
"4540",2020-05-21,"Cases_Age30_39",137,"CasesAgeT"
"4541",2020-05-22,"Cases_Age30_39",135,"CasesAgeT"
"4542",2020-05-23,"Cases_Age30_39",58,"CasesAgeT"
"4543",2020-05-24,"Cases_Age30_39",42,"CasesAgeT"
"4544",2020-05-25,"Cases_Age30_39",35,"CasesAgeT"
"4545",2020-05-26,"Cases_Age30_39",129,"CasesAgeT"
"4546",2020-05-27,"Cases_Age30_39",100,"CasesAgeT"
"4547",2020-05-28,"Cases_Age30_39",89,"CasesAgeT"
"4548",2020-05-29,"Cases_Age30_39",70,"CasesAgeT"
"4549",2020-05-30,"Cases_Age30_39",41,"CasesAgeT"
"4550",2020-05-31,"Cases_Age30_39",20,"CasesAgeT"
"4551",2020-06-01,"Cases_Age30_39",35,"CasesAgeT"
"4552",2020-06-02,"Cases_Age30_39",44,"CasesAgeT"
"4553",2020-06-03,"Cases_Age30_39",47,"CasesAgeT"
"4554",2020-06-04,"Cases_Age30_39",63,"CasesAgeT"
"4555",2020-06-05,"Cases_Age30_39",70,"CasesAgeT"
"4556",2020-06-06,"Cases_Age30_39",22,"CasesAgeT"
"4557",2020-06-07,"Cases_Age30_39",29,"CasesAgeT"
"4558",2020-06-08,"Cases_Age30_39",48,"CasesAgeT"
"4559",2020-06-09,"Cases_Age30_39",34,"CasesAgeT"
"4560",2020-06-10,"Cases_Age30_39",46,"CasesAgeT"
"4561",2020-06-11,"Cases_Age30_39",27,"CasesAgeT"
"4562",2020-06-12,"Cases_Age30_39",42,"CasesAgeT"
"4563",2020-06-13,"Cases_Age30_39",19,"CasesAgeT"
"4564",2020-06-14,"Cases_Age30_39",18,"CasesAgeT"
"4565",2020-06-15,"Cases_Age30_39",42,"CasesAgeT"
"4566",2020-06-16,"Cases_Age30_39",37,"CasesAgeT"
"4567",2020-06-17,"Cases_Age30_39",33,"CasesAgeT"
"4568",2020-06-18,"Cases_Age30_39",34,"CasesAgeT"
"4569",2020-06-19,"Cases_Age30_39",38,"CasesAgeT"
"4570",2020-06-20,"Cases_Age30_39",17,"CasesAgeT"
"4571",2020-06-21,"Cases_Age30_39",11,"CasesAgeT"
"4572",2020-06-22,"Cases_Age30_39",35,"CasesAgeT"
"4573",2020-06-23,"Cases_Age30_39",43,"CasesAgeT"
"4574",2020-06-24,"Cases_Age30_39",56,"CasesAgeT"
"4575",2020-06-25,"Cases_Age30_39",65,"CasesAgeT"
"4576",2020-06-26,"Cases_Age30_39",49,"CasesAgeT"
"4577",2020-06-27,"Cases_Age30_39",21,"CasesAgeT"
"4578",2020-06-28,"Cases_Age30_39",22,"CasesAgeT"
"4579",2020-06-29,"Cases_Age30_39",56,"CasesAgeT"
"4580",2020-06-30,"Cases_Age30_39",59,"CasesAgeT"
"4581",2020-07-01,"Cases_Age30_39",51,"CasesAgeT"
"4582",2020-07-02,"Cases_Age30_39",44,"CasesAgeT"
"4583",2020-07-03,"Cases_Age30_39",36,"CasesAgeT"
"4584",2020-07-04,"Cases_Age30_39",10,"CasesAgeT"
"4585",2020-07-05,"Cases_Age30_39",19,"CasesAgeT"
"4586",2020-07-06,"Cases_Age30_39",66,"CasesAgeT"
"4587",2020-07-07,"Cases_Age30_39",69,"CasesAgeT"
"4588",2020-07-08,"Cases_Age30_39",69,"CasesAgeT"
"4589",2020-07-09,"Cases_Age30_39",58,"CasesAgeT"
"4590",2020-07-10,"Cases_Age30_39",74,"CasesAgeT"
"4591",2020-07-11,"Cases_Age30_39",22,"CasesAgeT"
"4592",2020-07-12,"Cases_Age30_39",15,"CasesAgeT"
"4593",2020-07-13,"Cases_Age30_39",69,"CasesAgeT"
"4594",2020-07-14,"Cases_Age30_39",68,"CasesAgeT"
"4595",2020-07-15,"Cases_Age30_39",51,"CasesAgeT"
"4596",2020-07-16,"Cases_Age30_39",67,"CasesAgeT"
"4597",2020-07-17,"Cases_Age30_39",65,"CasesAgeT"
"4598",2020-07-18,"Cases_Age30_39",25,"CasesAgeT"
"4599",2020-07-19,"Cases_Age30_39",23,"CasesAgeT"
"4600",2020-07-20,"Cases_Age30_39",91,"CasesAgeT"
"4601",2020-07-21,"Cases_Age30_39",57,"CasesAgeT"
"4602",2020-07-22,"Cases_Age30_39",82,"CasesAgeT"
"4603",2020-07-23,"Cases_Age30_39",67,"CasesAgeT"
"4604",2020-07-24,"Cases_Age30_39",77,"CasesAgeT"
"4605",2020-07-25,"Cases_Age30_39",33,"CasesAgeT"
"4606",2020-07-26,"Cases_Age30_39",25,"CasesAgeT"
"4607",2020-07-27,"Cases_Age30_39",66,"CasesAgeT"
"4608",2020-07-28,"Cases_Age30_39",75,"CasesAgeT"
"4609",2020-07-29,"Cases_Age30_39",94,"CasesAgeT"
"4610",2020-07-30,"Cases_Age30_39",79,"CasesAgeT"
"4611",2020-07-31,"Cases_Age30_39",81,"CasesAgeT"
"4612",2020-08-01,"Cases_Age30_39",27,"CasesAgeT"
"4613",2020-08-02,"Cases_Age30_39",29,"CasesAgeT"
"4614",2020-08-03,"Cases_Age30_39",87,"CasesAgeT"
"4615",2020-08-04,"Cases_Age30_39",68,"CasesAgeT"
"4616",2020-08-05,"Cases_Age30_39",82,"CasesAgeT"
"4617",2020-08-06,"Cases_Age30_39",73,"CasesAgeT"
"4618",2020-08-07,"Cases_Age30_39",83,"CasesAgeT"
"4619",2020-08-08,"Cases_Age30_39",27,"CasesAgeT"
"4620",2020-08-09,"Cases_Age30_39",21,"CasesAgeT"
"4621",2020-08-10,"Cases_Age30_39",69,"CasesAgeT"
"4622",2020-08-11,"Cases_Age30_39",73,"CasesAgeT"
"4623",2020-08-12,"Cases_Age30_39",93,"CasesAgeT"
"4624",2020-08-13,"Cases_Age30_39",79,"CasesAgeT"
"4625",2020-08-14,"Cases_Age30_39",63,"CasesAgeT"
"4626",2020-08-15,"Cases_Age30_39",41,"CasesAgeT"
"4627",2020-08-16,"Cases_Age30_39",29,"CasesAgeT"
"4628",2020-08-17,"Cases_Age30_39",84,"CasesAgeT"
"4629",2020-08-18,"Cases_Age30_39",73,"CasesAgeT"
"4630",2020-08-19,"Cases_Age30_39",84,"CasesAgeT"
"4631",2020-08-20,"Cases_Age30_39",76,"CasesAgeT"
"4632",2020-08-21,"Cases_Age30_39",81,"CasesAgeT"
"4633",2020-08-22,"Cases_Age30_39",30,"CasesAgeT"
"4634",2020-08-23,"Cases_Age30_39",13,"CasesAgeT"
"4635",2020-08-24,"Cases_Age30_39",104,"CasesAgeT"
"4636",2020-08-25,"Cases_Age30_39",74,"CasesAgeT"
"4637",2020-08-26,"Cases_Age30_39",79,"CasesAgeT"
"4638",2020-08-27,"Cases_Age30_39",74,"CasesAgeT"
"4639",2020-08-28,"Cases_Age30_39",60,"CasesAgeT"
"4640",2020-08-29,"Cases_Age30_39",35,"CasesAgeT"
"4641",2020-08-30,"Cases_Age30_39",16,"CasesAgeT"
"4642",2020-08-31,"Cases_Age30_39",68,"CasesAgeT"
"4643",2020-09-01,"Cases_Age30_39",70,"CasesAgeT"
"4644",2020-09-02,"Cases_Age30_39",81,"CasesAgeT"
"4645",2020-09-03,"Cases_Age30_39",59,"CasesAgeT"
"4646",2020-09-04,"Cases_Age30_39",79,"CasesAgeT"
"4647",2020-09-05,"Cases_Age30_39",38,"CasesAgeT"
"4648",2020-09-06,"Cases_Age30_39",29,"CasesAgeT"
"4649",2020-09-07,"Cases_Age30_39",17,"CasesAgeT"
"4650",2020-09-08,"Cases_Age30_39",79,"CasesAgeT"
"4651",2020-09-09,"Cases_Age30_39",74,"CasesAgeT"
"4652",2020-09-10,"Cases_Age30_39",66,"CasesAgeT"
"4653",2020-09-11,"Cases_Age30_39",81,"CasesAgeT"
"4654",2020-09-12,"Cases_Age30_39",32,"CasesAgeT"
"4655",2020-09-13,"Cases_Age30_39",30,"CasesAgeT"
"4656",2020-09-14,"Cases_Age30_39",91,"CasesAgeT"
"4657",2020-09-15,"Cases_Age30_39",67,"CasesAgeT"
"4658",2020-09-16,"Cases_Age30_39",77,"CasesAgeT"
"4659",2020-09-17,"Cases_Age30_39",88,"CasesAgeT"
"4660",2020-09-18,"Cases_Age30_39",69,"CasesAgeT"
"4661",2020-09-19,"Cases_Age30_39",39,"CasesAgeT"
"4662",2020-09-20,"Cases_Age30_39",26,"CasesAgeT"
"4663",2020-09-21,"Cases_Age30_39",81,"CasesAgeT"
"4664",2020-09-22,"Cases_Age30_39",66,"CasesAgeT"
"4665",2020-09-23,"Cases_Age30_39",84,"CasesAgeT"
"4666",2020-09-24,"Cases_Age30_39",85,"CasesAgeT"
"4667",2020-09-25,"Cases_Age30_39",76,"CasesAgeT"
"4668",2020-09-26,"Cases_Age30_39",48,"CasesAgeT"
"4669",2020-09-27,"Cases_Age30_39",28,"CasesAgeT"
"4670",2020-09-28,"Cases_Age30_39",77,"CasesAgeT"
"4671",2020-09-29,"Cases_Age30_39",70,"CasesAgeT"
"4672",2020-09-30,"Cases_Age30_39",92,"CasesAgeT"
"4673",2020-10-01,"Cases_Age30_39",67,"CasesAgeT"
"4674",2020-10-02,"Cases_Age30_39",93,"CasesAgeT"
"4675",2020-10-03,"Cases_Age30_39",43,"CasesAgeT"
"4676",2020-10-04,"Cases_Age30_39",25,"CasesAgeT"
"4677",2020-10-05,"Cases_Age30_39",114,"CasesAgeT"
"4678",2020-10-06,"Cases_Age30_39",103,"CasesAgeT"
"4679",2020-10-07,"Cases_Age30_39",109,"CasesAgeT"
"4680",2020-10-08,"Cases_Age30_39",110,"CasesAgeT"
"4681",2020-10-09,"Cases_Age30_39",165,"CasesAgeT"
"4682",2020-10-10,"Cases_Age30_39",104,"CasesAgeT"
"4683",2020-10-11,"Cases_Age30_39",58,"CasesAgeT"
"4684",2020-10-12,"Cases_Age30_39",117,"CasesAgeT"
"4685",2020-10-13,"Cases_Age30_39",190,"CasesAgeT"
"4686",2020-10-14,"Cases_Age30_39",209,"CasesAgeT"
"4687",2020-10-15,"Cases_Age30_39",196,"CasesAgeT"
"4688",2020-10-16,"Cases_Age30_39",177,"CasesAgeT"
"4689",2020-10-17,"Cases_Age30_39",113,"CasesAgeT"
"4690",2020-10-18,"Cases_Age30_39",84,"CasesAgeT"
"4691",2020-10-19,"Cases_Age30_39",247,"CasesAgeT"
"4692",2020-10-20,"Cases_Age30_39",224,"CasesAgeT"
"4693",2020-10-21,"Cases_Age30_39",244,"CasesAgeT"
"4694",2020-10-22,"Cases_Age30_39",298,"CasesAgeT"
"4695",2020-10-23,"Cases_Age30_39",182,"CasesAgeT"
"4696",2020-10-24,"Cases_Age30_39",191,"CasesAgeT"
"4697",2020-10-25,"Cases_Age30_39",122,"CasesAgeT"
"4698",2020-10-26,"Cases_Age30_39",301,"CasesAgeT"
"4699",2020-10-27,"Cases_Age30_39",331,"CasesAgeT"
"4700",2020-10-28,"Cases_Age30_39",398,"CasesAgeT"
"4701",2020-10-29,"Cases_Age30_39",392,"CasesAgeT"
"4702",2020-10-30,"Cases_Age30_39",372,"CasesAgeT"
"4703",2020-10-31,"Cases_Age30_39",210,"CasesAgeT"
"4704",2020-11-01,"Cases_Age30_39",138,"CasesAgeT"
"4705",2020-11-02,"Cases_Age30_39",496,"CasesAgeT"
"4706",2020-11-03,"Cases_Age30_39",432,"CasesAgeT"
"4707",2020-11-04,"Cases_Age30_39",543,"CasesAgeT"
"4708",2020-11-05,"Cases_Age30_39",558,"CasesAgeT"
"4709",2020-11-06,"Cases_Age30_39",549,"CasesAgeT"
"4710",2020-11-07,"Cases_Age30_39",324,"CasesAgeT"
"4711",2020-11-08,"Cases_Age30_39",235,"CasesAgeT"
"4712",2020-11-09,"Cases_Age30_39",587,"CasesAgeT"
"4713",2020-11-10,"Cases_Age30_39",657,"CasesAgeT"
"4714",2020-11-11,"Cases_Age30_39",498,"CasesAgeT"
"4715",2020-11-12,"Cases_Age30_39",551,"CasesAgeT"
"4716",2020-11-13,"Cases_Age30_39",516,"CasesAgeT"
"4717",2020-11-14,"Cases_Age30_39",275,"CasesAgeT"
"4718",2020-11-15,"Cases_Age30_39",157,"CasesAgeT"
"4719",2020-11-16,"Cases_Age30_39",477,"CasesAgeT"
"4720",2020-11-17,"Cases_Age30_39",479,"CasesAgeT"
"4721",2020-11-18,"Cases_Age30_39",446,"CasesAgeT"
"4722",2020-11-19,"Cases_Age30_39",434,"CasesAgeT"
"4723",2020-11-20,"Cases_Age30_39",426,"CasesAgeT"
"4724",2020-11-21,"Cases_Age30_39",240,"CasesAgeT"
"4725",2020-11-22,"Cases_Age30_39",159,"CasesAgeT"
"4726",2020-11-23,"Cases_Age30_39",475,"CasesAgeT"
"4727",2020-11-24,"Cases_Age30_39",340,"CasesAgeT"
"4728",2020-11-25,"Cases_Age30_39",334,"CasesAgeT"
"4729",2020-11-26,"Cases_Age30_39",30,"CasesAgeT"
"4730",2020-11-27,"Cases_Age30_39",203,"CasesAgeT"
"4731",2020-11-28,"Cases_Age30_39",202,"CasesAgeT"
"4732",2020-11-29,"Cases_Age30_39",99,"CasesAgeT"
"4733",2020-11-30,"Cases_Age30_39",58,"CasesAgeT"
"4734",2020-12-01,"Cases_Age30_39",1,"CasesAgeT"
"4735",2020-03-14,"Cases_Age40_49",7,"CasesAgeT"
"4736",2020-03-15,"Cases_Age40_49",9,"CasesAgeT"
"4737",2020-03-16,"Cases_Age40_49",18,"CasesAgeT"
"4738",2020-03-17,"Cases_Age40_49",18,"CasesAgeT"
"4739",2020-03-18,"Cases_Age40_49",40,"CasesAgeT"
"4740",2020-03-19,"Cases_Age40_49",36,"CasesAgeT"
"4741",2020-03-20,"Cases_Age40_49",32,"CasesAgeT"
"4742",2020-03-21,"Cases_Age40_49",20,"CasesAgeT"
"4743",2020-03-22,"Cases_Age40_49",31,"CasesAgeT"
"4744",2020-03-23,"Cases_Age40_49",53,"CasesAgeT"
"4745",2020-03-24,"Cases_Age40_49",58,"CasesAgeT"
"4746",2020-03-25,"Cases_Age40_49",72,"CasesAgeT"
"4747",2020-03-26,"Cases_Age40_49",78,"CasesAgeT"
"4748",2020-03-27,"Cases_Age40_49",85,"CasesAgeT"
"4749",2020-03-28,"Cases_Age40_49",37,"CasesAgeT"
"4750",2020-03-29,"Cases_Age40_49",54,"CasesAgeT"
"4751",2020-03-30,"Cases_Age40_49",81,"CasesAgeT"
"4752",2020-03-31,"Cases_Age40_49",96,"CasesAgeT"
"4753",2020-04-01,"Cases_Age40_49",87,"CasesAgeT"
"4754",2020-04-02,"Cases_Age40_49",85,"CasesAgeT"
"4755",2020-04-03,"Cases_Age40_49",77,"CasesAgeT"
"4756",2020-04-04,"Cases_Age40_49",61,"CasesAgeT"
"4757",2020-04-05,"Cases_Age40_49",49,"CasesAgeT"
"4758",2020-04-06,"Cases_Age40_49",102,"CasesAgeT"
"4759",2020-04-07,"Cases_Age40_49",94,"CasesAgeT"
"4760",2020-04-08,"Cases_Age40_49",107,"CasesAgeT"
"4761",2020-04-09,"Cases_Age40_49",104,"CasesAgeT"
"4762",2020-04-10,"Cases_Age40_49",98,"CasesAgeT"
"4763",2020-04-11,"Cases_Age40_49",65,"CasesAgeT"
"4764",2020-04-12,"Cases_Age40_49",54,"CasesAgeT"
"4765",2020-04-13,"Cases_Age40_49",127,"CasesAgeT"
"4766",2020-04-14,"Cases_Age40_49",121,"CasesAgeT"
"4767",2020-04-15,"Cases_Age40_49",109,"CasesAgeT"
"4768",2020-04-16,"Cases_Age40_49",119,"CasesAgeT"
"4769",2020-04-17,"Cases_Age40_49",143,"CasesAgeT"
"4770",2020-04-18,"Cases_Age40_49",96,"CasesAgeT"
"4771",2020-04-19,"Cases_Age40_49",66,"CasesAgeT"
"4772",2020-04-20,"Cases_Age40_49",211,"CasesAgeT"
"4773",2020-04-21,"Cases_Age40_49",158,"CasesAgeT"
"4774",2020-04-22,"Cases_Age40_49",168,"CasesAgeT"
"4775",2020-04-23,"Cases_Age40_49",223,"CasesAgeT"
"4776",2020-04-24,"Cases_Age40_49",185,"CasesAgeT"
"4777",2020-04-25,"Cases_Age40_49",132,"CasesAgeT"
"4778",2020-04-26,"Cases_Age40_49",96,"CasesAgeT"
"4779",2020-04-27,"Cases_Age40_49",232,"CasesAgeT"
"4780",2020-04-28,"Cases_Age40_49",253,"CasesAgeT"
"4781",2020-04-29,"Cases_Age40_49",219,"CasesAgeT"
"4782",2020-04-30,"Cases_Age40_49",227,"CasesAgeT"
"4783",2020-05-01,"Cases_Age40_49",204,"CasesAgeT"
"4784",2020-05-02,"Cases_Age40_49",154,"CasesAgeT"
"4785",2020-05-03,"Cases_Age40_49",76,"CasesAgeT"
"4786",2020-05-04,"Cases_Age40_49",243,"CasesAgeT"
"4787",2020-05-05,"Cases_Age40_49",218,"CasesAgeT"
"4788",2020-05-06,"Cases_Age40_49",213,"CasesAgeT"
"4789",2020-05-07,"Cases_Age40_49",171,"CasesAgeT"
"4790",2020-05-08,"Cases_Age40_49",196,"CasesAgeT"
"4791",2020-05-09,"Cases_Age40_49",98,"CasesAgeT"
"4792",2020-05-10,"Cases_Age40_49",64,"CasesAgeT"
"4793",2020-05-11,"Cases_Age40_49",193,"CasesAgeT"
"4794",2020-05-12,"Cases_Age40_49",182,"CasesAgeT"
"4795",2020-05-13,"Cases_Age40_49",163,"CasesAgeT"
"4796",2020-05-14,"Cases_Age40_49",132,"CasesAgeT"
"4797",2020-05-15,"Cases_Age40_49",167,"CasesAgeT"
"4798",2020-05-16,"Cases_Age40_49",93,"CasesAgeT"
"4799",2020-05-17,"Cases_Age40_49",37,"CasesAgeT"
"4800",2020-05-18,"Cases_Age40_49",189,"CasesAgeT"
"4801",2020-05-19,"Cases_Age40_49",148,"CasesAgeT"
"4802",2020-05-20,"Cases_Age40_49",138,"CasesAgeT"
"4803",2020-05-21,"Cases_Age40_49",120,"CasesAgeT"
"4804",2020-05-22,"Cases_Age40_49",125,"CasesAgeT"
"4805",2020-05-23,"Cases_Age40_49",54,"CasesAgeT"
"4806",2020-05-24,"Cases_Age40_49",48,"CasesAgeT"
"4807",2020-05-25,"Cases_Age40_49",41,"CasesAgeT"
"4808",2020-05-26,"Cases_Age40_49",138,"CasesAgeT"
"4809",2020-05-27,"Cases_Age40_49",116,"CasesAgeT"
"4810",2020-05-28,"Cases_Age40_49",98,"CasesAgeT"
"4811",2020-05-29,"Cases_Age40_49",85,"CasesAgeT"
"4812",2020-05-30,"Cases_Age40_49",43,"CasesAgeT"
"4813",2020-05-31,"Cases_Age40_49",22,"CasesAgeT"
"4814",2020-06-01,"Cases_Age40_49",34,"CasesAgeT"
"4815",2020-06-02,"Cases_Age40_49",45,"CasesAgeT"
"4816",2020-06-03,"Cases_Age40_49",40,"CasesAgeT"
"4817",2020-06-04,"Cases_Age40_49",54,"CasesAgeT"
"4818",2020-06-05,"Cases_Age40_49",51,"CasesAgeT"
"4819",2020-06-06,"Cases_Age40_49",36,"CasesAgeT"
"4820",2020-06-07,"Cases_Age40_49",16,"CasesAgeT"
"4821",2020-06-08,"Cases_Age40_49",49,"CasesAgeT"
"4822",2020-06-09,"Cases_Age40_49",46,"CasesAgeT"
"4823",2020-06-10,"Cases_Age40_49",32,"CasesAgeT"
"4824",2020-06-11,"Cases_Age40_49",29,"CasesAgeT"
"4825",2020-06-12,"Cases_Age40_49",46,"CasesAgeT"
"4826",2020-06-13,"Cases_Age40_49",14,"CasesAgeT"
"4827",2020-06-14,"Cases_Age40_49",20,"CasesAgeT"
"4828",2020-06-15,"Cases_Age40_49",34,"CasesAgeT"
"4829",2020-06-16,"Cases_Age40_49",32,"CasesAgeT"
"4830",2020-06-17,"Cases_Age40_49",32,"CasesAgeT"
"4831",2020-06-18,"Cases_Age40_49",30,"CasesAgeT"
"4832",2020-06-19,"Cases_Age40_49",28,"CasesAgeT"
"4833",2020-06-20,"Cases_Age40_49",21,"CasesAgeT"
"4834",2020-06-21,"Cases_Age40_49",3,"CasesAgeT"
"4835",2020-06-22,"Cases_Age40_49",36,"CasesAgeT"
"4836",2020-06-23,"Cases_Age40_49",36,"CasesAgeT"
"4837",2020-06-24,"Cases_Age40_49",28,"CasesAgeT"
"4838",2020-06-25,"Cases_Age40_49",36,"CasesAgeT"
"4839",2020-06-26,"Cases_Age40_49",29,"CasesAgeT"
"4840",2020-06-27,"Cases_Age40_49",24,"CasesAgeT"
"4841",2020-06-28,"Cases_Age40_49",20,"CasesAgeT"
"4842",2020-06-29,"Cases_Age40_49",36,"CasesAgeT"
"4843",2020-06-30,"Cases_Age40_49",39,"CasesAgeT"
"4844",2020-07-01,"Cases_Age40_49",31,"CasesAgeT"
"4845",2020-07-02,"Cases_Age40_49",39,"CasesAgeT"
"4846",2020-07-03,"Cases_Age40_49",26,"CasesAgeT"
"4847",2020-07-04,"Cases_Age40_49",13,"CasesAgeT"
"4848",2020-07-05,"Cases_Age40_49",14,"CasesAgeT"
"4849",2020-07-06,"Cases_Age40_49",41,"CasesAgeT"
"4850",2020-07-07,"Cases_Age40_49",54,"CasesAgeT"
"4851",2020-07-08,"Cases_Age40_49",38,"CasesAgeT"
"4852",2020-07-09,"Cases_Age40_49",40,"CasesAgeT"
"4853",2020-07-10,"Cases_Age40_49",51,"CasesAgeT"
"4854",2020-07-11,"Cases_Age40_49",22,"CasesAgeT"
"4855",2020-07-12,"Cases_Age40_49",19,"CasesAgeT"
"4856",2020-07-13,"Cases_Age40_49",45,"CasesAgeT"
"4857",2020-07-14,"Cases_Age40_49",49,"CasesAgeT"
"4858",2020-07-15,"Cases_Age40_49",33,"CasesAgeT"
"4859",2020-07-16,"Cases_Age40_49",42,"CasesAgeT"
"4860",2020-07-17,"Cases_Age40_49",48,"CasesAgeT"
"4861",2020-07-18,"Cases_Age40_49",21,"CasesAgeT"
"4862",2020-07-19,"Cases_Age40_49",9,"CasesAgeT"
"4863",2020-07-20,"Cases_Age40_49",55,"CasesAgeT"
"4864",2020-07-21,"Cases_Age40_49",55,"CasesAgeT"
"4865",2020-07-22,"Cases_Age40_49",56,"CasesAgeT"
"4866",2020-07-23,"Cases_Age40_49",43,"CasesAgeT"
"4867",2020-07-24,"Cases_Age40_49",47,"CasesAgeT"
"4868",2020-07-25,"Cases_Age40_49",25,"CasesAgeT"
"4869",2020-07-26,"Cases_Age40_49",11,"CasesAgeT"
"4870",2020-07-27,"Cases_Age40_49",50,"CasesAgeT"
"4871",2020-07-28,"Cases_Age40_49",66,"CasesAgeT"
"4872",2020-07-29,"Cases_Age40_49",67,"CasesAgeT"
"4873",2020-07-30,"Cases_Age40_49",49,"CasesAgeT"
"4874",2020-07-31,"Cases_Age40_49",64,"CasesAgeT"
"4875",2020-08-01,"Cases_Age40_49",17,"CasesAgeT"
"4876",2020-08-02,"Cases_Age40_49",10,"CasesAgeT"
"4877",2020-08-03,"Cases_Age40_49",67,"CasesAgeT"
"4878",2020-08-04,"Cases_Age40_49",53,"CasesAgeT"
"4879",2020-08-05,"Cases_Age40_49",54,"CasesAgeT"
"4880",2020-08-06,"Cases_Age40_49",52,"CasesAgeT"
"4881",2020-08-07,"Cases_Age40_49",55,"CasesAgeT"
"4882",2020-08-08,"Cases_Age40_49",32,"CasesAgeT"
"4883",2020-08-09,"Cases_Age40_49",12,"CasesAgeT"
"4884",2020-08-10,"Cases_Age40_49",63,"CasesAgeT"
"4885",2020-08-11,"Cases_Age40_49",66,"CasesAgeT"
"4886",2020-08-12,"Cases_Age40_49",71,"CasesAgeT"
"4887",2020-08-13,"Cases_Age40_49",73,"CasesAgeT"
"4888",2020-08-14,"Cases_Age40_49",59,"CasesAgeT"
"4889",2020-08-15,"Cases_Age40_49",29,"CasesAgeT"
"4890",2020-08-16,"Cases_Age40_49",9,"CasesAgeT"
"4891",2020-08-17,"Cases_Age40_49",72,"CasesAgeT"
"4892",2020-08-18,"Cases_Age40_49",56,"CasesAgeT"
"4893",2020-08-19,"Cases_Age40_49",57,"CasesAgeT"
"4894",2020-08-20,"Cases_Age40_49",59,"CasesAgeT"
"4895",2020-08-21,"Cases_Age40_49",45,"CasesAgeT"
"4896",2020-08-22,"Cases_Age40_49",28,"CasesAgeT"
"4897",2020-08-23,"Cases_Age40_49",20,"CasesAgeT"
"4898",2020-08-24,"Cases_Age40_49",91,"CasesAgeT"
"4899",2020-08-25,"Cases_Age40_49",65,"CasesAgeT"
"4900",2020-08-26,"Cases_Age40_49",43,"CasesAgeT"
"4901",2020-08-27,"Cases_Age40_49",58,"CasesAgeT"
"4902",2020-08-28,"Cases_Age40_49",49,"CasesAgeT"
"4903",2020-08-29,"Cases_Age40_49",40,"CasesAgeT"
"4904",2020-08-30,"Cases_Age40_49",18,"CasesAgeT"
"4905",2020-08-31,"Cases_Age40_49",59,"CasesAgeT"
"4906",2020-09-01,"Cases_Age40_49",39,"CasesAgeT"
"4907",2020-09-02,"Cases_Age40_49",65,"CasesAgeT"
"4908",2020-09-03,"Cases_Age40_49",49,"CasesAgeT"
"4909",2020-09-04,"Cases_Age40_49",51,"CasesAgeT"
"4910",2020-09-05,"Cases_Age40_49",33,"CasesAgeT"
"4911",2020-09-06,"Cases_Age40_49",17,"CasesAgeT"
"4912",2020-09-07,"Cases_Age40_49",5,"CasesAgeT"
"4913",2020-09-08,"Cases_Age40_49",55,"CasesAgeT"
"4914",2020-09-09,"Cases_Age40_49",53,"CasesAgeT"
"4915",2020-09-10,"Cases_Age40_49",44,"CasesAgeT"
"4916",2020-09-11,"Cases_Age40_49",38,"CasesAgeT"
"4917",2020-09-12,"Cases_Age40_49",24,"CasesAgeT"
"4918",2020-09-13,"Cases_Age40_49",19,"CasesAgeT"
"4919",2020-09-14,"Cases_Age40_49",66,"CasesAgeT"
"4920",2020-09-15,"Cases_Age40_49",47,"CasesAgeT"
"4921",2020-09-16,"Cases_Age40_49",49,"CasesAgeT"
"4922",2020-09-17,"Cases_Age40_49",50,"CasesAgeT"
"4923",2020-09-18,"Cases_Age40_49",41,"CasesAgeT"
"4924",2020-09-19,"Cases_Age40_49",23,"CasesAgeT"
"4925",2020-09-20,"Cases_Age40_49",13,"CasesAgeT"
"4926",2020-09-21,"Cases_Age40_49",55,"CasesAgeT"
"4927",2020-09-22,"Cases_Age40_49",48,"CasesAgeT"
